radius,layer,lat,lon
62.5,l3_search,37.210690,-82.797495
62.5,l3_search,38.057769,-82.628846
62.5,l3_search,38.903520,-82.455863
62.5,l3_search,39.748084,-82.278376
62.5,l3_search,40.591610,-82.096210
62.5,l3_search,28.973446,-83.291175
62.5,l3_search,29.839089,-83.146465
62.5,l3_search,30.702098,-82.998442
62.5,l3_search,31.562601,-82.846993
62.5,l3_search,32.420728,-82.691997
62.5,l3_search,33.276609,-82.533329
62.5,l3_search,34.130374,-82.370859
62.5,l3_search,35.832079,-82.033954
62.5,l3_search,36.680284,-81.859224
62.5,l3_search,37.526903,-81.680101
62.5,l3_search,38.372074,-81.496417
62.5,l3_search,39.215936,-81.307998
62.5,l3_search,40.058632,-81.114659
62.5,l3_search,41.741114,-80.712441
62.5,l3_search,26.694077,-82.746061
62.5,l3_search,29.301251,-82.296589
62.5,l3_search,31.025474,-81.979740
62.5,l3_search,31.883804,-81.815798
62.5,l3_search,32.739782,-81.648006
62.5,l3_search,33.593538,-81.476229
62.5,l3_search,34.445199,-81.300323
62.5,l3_search,36.142760,-80.935521
62.5,l3_search,36.988922,-80.746304
62.5,l3_search,37.833516,-80.552317
62.5,l3_search,38.676678,-80.353377
62.5,l3_search,39.518546,-80.149294
62.5,l3_search,41.198973,-79.724892
62.5,l3_search,42.037826,-79.504140
62.5,l3_search,43.713577,-79.044366
62.5,l3_search,24.392001,-82.231141
62.5,l3_search,26.147274,-81.932105
62.5,l3_search,27.020007,-81.777699
62.5,l3_search,29.620150,-81.293621
62.5,l3_search,30.481274,-81.124916
62.5,l3_search,31.339816,-80.952328
62.5,l3_search,32.195901,-80.775724
62.5,l3_search,33.049657,-80.594961
62.5,l3_search,33.901210,-80.409894
62.5,l3_search,34.750687,-80.220368
62.5,l3_search,35.598216,-80.026221
62.5,l3_search,37.287951,-79.623380
62.5,l3_search,38.130420,-79.414321
62.5,l3_search,38.971468,-79.199913
62.5,l3_search,39.811234,-78.979949
62.5,l3_search,40.649856,-78.754213
62.5,l3_search,41.487480,-78.522478
62.5,l3_search,42.324252,-78.284504
62.5,l3_search,25.593377,-81.129117
62.5,l3_search,26.466852,-80.967088
62.5,l3_search,27.337131,-80.801520
62.5,l3_search,28.204341,-80.632296
62.5,l3_search,29.068611,-80.459296
62.5,l3_search,32.498811,-79.726908
62.5,l3_search,33.350267,-79.533007
62.5,l3_search,34.199536,-79.334477
62.5,l3_search,35.046743,-79.131153
62.5,l3_search,36.735480,-78.709418
62.5,l3_search,37.577266,-78.490634
62.5,l3_search,38.417506,-78.266308
62.5,l3_search,39.256332,-78.036229
62.5,l3_search,40.093880,-77.800176
62.5,l3_search,40.930289,-77.557916
62.5,l3_search,41.765700,-77.309205
62.5,l3_search,42.600261,-77.053784
62.5,l3_search,43.434121,-76.791383
62.5,l3_search,44.267437,-76.521715
62.5,l3_search,27.645385,-79.817638
62.5,l3_search,33.641527,-78.462299
62.5,l3_search,34.488427,-78.250141
62.5,l3_search,35.333275,-78.032849
62.5,l3_search,36.176196,-77.810238
62.5,l3_search,37.017317,-77.582112
62.5,l3_search,41.200441,-76.351220
62.5,l3_search,42.033510,-76.085326
62.5,l3_search,42.865723,-75.812248
62.5,l3_search,43.697227,-75.531694
62.5,l3_search,44.528177,-75.243360
62.5,l3_search,33.923350,-77.383005
62.5,l3_search,34.767794,-77.157062
62.5,l3_search,35.610191,-76.925642
62.5,l3_search,36.450665,-76.688547
62.5,l3_search,38.126341,-76.196487
62.5,l3_search,38.961797,-75.941075
62.5,l3_search,41.460193,-75.134384
62.5,l3_search,42.290786,-74.851116
62.5,l3_search,43.120509,-74.560183
62.5,l3_search,43.949509,-74.261278
62.5,l3_search,44.777938,-73.954073
62.5,l3_search,35.037550,-76.055428
62.5,l3_search,35.877401,-75.809728
62.5,l3_search,36.715327,-75.557993
62.5,l3_search,37.551451,-75.300003
62.5,l3_search,38.385896,-75.035526
62.5,l3_search,39.218788,-74.764318
62.5,l3_search,43.364493,-73.297899
62.5,l3_search,44.190837,-72.980457
62.5,l3_search,35.297606,-74.945440
62.5,l3_search,39.465536,-73.578468
62.5,l3_search,40.294304,-73.283907
62.5,l3_search,42.773246,-72.352887
62.5,l3_search,43.597551,-72.025721
62.5,l3_search,44.421082,-71.689577
62.5,l3_search,40.527883,-72.072725
62.5,l3_search,41.352487,-71.753534
62.5,l3_search,43.819561,-70.743998
62.5,l3_search,44.640118,-70.389004
62.5,l3_search,45.460008,-70.024142
62.5,l3_search,41.572502,-70.516615
62.5,l3_search,42.392877,-70.171465
62.5,l3_search,43.212134,-69.817080
62.5,l3_search,44.030405,-69.453094
62.5,l3_search,44.847824,-69.079122
62.5,l3_search,45.664528,-68.694759
62.5,l3_search,40.963208,-69.624676
62.5,l3_search,41.781699,-69.271232
62.5,l3_search,43.414954,-68.535965
62.5,l3_search,44.229969,-68.153394
62.5,l3_search,45.044080,-67.760336
62.5,l3_search,44.418142,-66.845303
62.5,l3_search,45.228774,-66.433072
31.25,l4_search,37.375340,-122.556274
31.25,l4_search,37.786324,-122.723541
31.25,l4_search,38.196824,-122.892872
31.25,l4_search,36.858624,-121.812156
31.25,l4_search,38.504811,-122.470012
31.25,l4_search,38.915191,-122.639610
31.25,l4_search,37.163893,-121.392772
31.25,l4_search,37.576454,-121.552391
31.25,l4_search,37.988538,-121.713980
31.25,l4_search,38.400159,-121.877574
31.25,l4_search,38.811332,-122.043210
31.25,l4_search,37.467660,-120.969598
31.25,l4_search,37.880514,-121.127332
31.25,l4_search,38.292909,-121.287025
31.25,l4_search,39.116377,-121.612427
31.25,l4_search,39.527478,-121.778211
31.25,l4_search,33.610967,-119.084242
31.25,l4_search,34.447083,-119.362167
31.25,l4_search,37.769918,-120.542599
31.25,l4_search,38.183071,-120.698403
31.25,l4_search,38.595782,-120.856151
31.25,l4_search,39.008065,-121.015880
31.25,l4_search,39.419936,-121.177626
31.25,l4_search,45.151193,-123.676680
31.25,l4_search,33.070836,-118.404574
31.25,l4_search,33.490504,-118.537726
31.25,l4_search,33.909576,-118.672439
31.25,l4_search,34.745990,-118.946660
31.25,l4_search,35.163360,-119.086224
31.25,l4_search,38.070655,-120.111742
31.25,l4_search,38.484113,-120.265566
31.25,l4_search,38.897146,-120.421321
31.25,l4_search,39.309770,-120.579043
31.25,l4_search,44.643529,-122.826400
31.25,l4_search,45.052041,-123.015951
31.25,l4_search,45.460382,-123.208125
31.25,l4_search,45.868572,-123.402976
31.25,l4_search,33.367620,-117.993056
31.25,l4_search,34.625241,-118.391605
31.25,l4_search,35.043326,-118.527623
31.25,l4_search,44.950015,-122.357455
31.25,l4_search,45.768167,-122.734648
31.25,l4_search,47.403100,-123.521436
31.25,l4_search,32.399565,-117.198906
31.25,l4_search,33.242325,-117.450258
31.25,l4_search,34.502046,-117.838464
31.25,l4_search,34.920833,-117.970951
31.25,l4_search,45.255065,-121.883668
31.25,l4_search,45.664860,-122.068634
31.25,l4_search,46.893597,-122.639313
31.25,l4_search,47.303025,-122.834983
31.25,l4_search,47.712411,-123.033469
31.25,l4_search,33.114628,-116.909358
31.25,l4_search,33.535798,-117.033852
31.25,l4_search,34.376415,-117.287265
31.25,l4_search,34.795891,-117.416236
31.25,l4_search,48.020331,-122.540181
31.25,l4_search,32.562100,-116.250666
31.25,l4_search,32.984539,-116.370382
31.25,l4_search,33.406385,-116.491499
31.25,l4_search,33.827653,-116.614042
31.25,l4_search,34.248357,-116.738035
31.25,l4_search,34.668511,-116.863506
31.25,l4_search,47.504915,-121.657375
31.25,l4_search,47.915871,-121.848052
31.25,l4_search,35.955123,-115.691757
31.25,l4_search,35.399914,-115.015955
31.25,l4_search,35.820616,-115.133068
31.25,l4_search,36.660617,-115.371614
31.25,l4_search,35.683677,-114.576564
31.25,l4_search,36.104524,-114.691478
31.25,l4_search,36.524913,-114.807803
31.25,l4_search,35.965768,-114.133576
31.25,l4_search,36.386763,-114.246244
31.25,l4_search,32.859746,-112.850401
31.25,l4_search,32.285769,-112.225298
31.25,l4_search,32.712060,-112.321119
31.25,l4_search,33.137780,-112.418067
31.25,l4_search,32.562051,-111.793995
31.25,l4_search,32.988351,-111.887648
31.25,l4_search,32.836601,-111.359427
31.25,l4_search,33.262912,-111.450873
31.25,l4_search,40.715637,-112.706870
31.25,l4_search,40.149249,-112.007236
31.25,l4_search,40.989184,-112.220805
31.25,l4_search,41.408806,-112.329720
31.25,l4_search,40.420522,-111.522501
31.25,l4_search,40.840866,-111.625840
31.25,l4_search,41.260986,-111.730551
31.25,l4_search,40.690033,-111.033662
31.25,l4_search,41.110634,-111.134201
31.25,l4_search,39.646207,-105.897909
31.25,l4_search,39.046764,-105.270439
31.25,l4_search,39.471425,-105.331032
31.25,l4_search,39.895842,-105.392419
31.25,l4_search,40.320036,-105.454617
31.25,l4_search,39.294288,-104.767208
31.25,l4_search,40.143556,-104.883030
31.25,l4_search,39.539881,-104.260166
31.25,l4_search,39.964714,-104.314585
31.25,l4_search,26.118876,-98.832494
31.25,l4_search,29.630553,-98.961519
31.25,l4_search,30.501781,-98.995632
31.25,l4_search,25.908362,-98.378984
31.25,l4_search,26.350268,-98.391977
31.25,l4_search,26.791410,-98.405113
31.25,l4_search,28.986280,-98.473019
31.25,l4_search,29.859490,-98.501267
31.25,l4_search,30.295149,-98.515635
31.25,l4_search,30.730200,-98.530168
31.25,l4_search,31.164661,-98.544870
31.25,l4_search,26.138141,-97.938325
31.25,l4_search,26.579695,-97.948943
31.25,l4_search,29.213798,-98.015171
31.25,l4_search,29.650438,-98.026650
31.25,l4_search,30.086447,-98.038259
31.25,l4_search,30.521839,-98.050003
31.25,l4_search,30.956633,-98.061882
31.25,l4_search,32.690170,-98.110809
31.25,l4_search,35.275471,-98.188714
31.25,l4_search,25.923986,-97.487051
31.25,l4_search,26.365950,-97.495175
31.25,l4_search,29.439331,-97.554627
31.25,l4_search,29.875683,-97.563509
31.25,l4_search,30.746535,-97.581579
31.25,l4_search,32.048437,-97.609482
31.25,l4_search,32.481307,-97.619003
31.25,l4_search,32.913657,-97.628638
31.25,l4_search,34.638207,-97.668349
31.25,l4_search,35.068220,-97.678582
31.25,l4_search,35.497820,-97.688940
31.25,l4_search,35.927023,-97.699428
31.25,l4_search,32.270364,-97.130012
31.25,l4_search,34.858855,-97.171473
31.25,l4_search,35.288688,-97.178681
31.25,l4_search,35.718117,-97.185978
31.25,l4_search,32.490266,-96.647647
31.25,l4_search,33.354549,-96.655403
31.25,l4_search,35.077449,-96.671484
31.25,l4_search,35.507096,-96.675629
31.25,l4_search,30.103924,-96.156803
31.25,l4_search,32.708129,-96.162386
31.25,l4_search,33.140277,-96.163355
31.25,l4_search,33.571931,-96.164336
31.25,l4_search,29.449254,-95.689034
31.25,l4_search,30.321422,-95.685460
31.25,l4_search,30.756588,-95.683642
31.25,l4_search,32.923944,-95.674227
31.25,l4_search,33.355841,-95.672277
31.25,l4_search,30.536885,-95.211417
31.25,l4_search,39.143978,-95.108684
31.25,l4_search,45.105187,-95.019247
31.25,l4_search,29.879420,-94.749132
31.25,l4_search,30.315165,-94.741944
31.25,l4_search,38.499091,-94.587765
31.25,l4_search,39.352796,-94.569308
31.25,l4_search,44.461996,-94.447579
31.25,l4_search,44.887470,-94.436493
31.25,l4_search,45.313011,-94.425248
31.25,l4_search,38.706048,-94.052028
31.25,l4_search,39.132859,-94.039342
31.25,l4_search,39.559434,-94.026490
31.25,l4_search,44.667535,-93.858004
31.25,l4_search,45.092987,-93.842656
31.25,l4_search,45.518516,-93.827086
31.25,l4_search,38.910824,-93.512938
31.25,l4_search,39.337463,-93.496691
31.25,l4_search,44.020088,-93.302891
31.25,l4_search,44.445404,-93.283775
31.25,l4_search,45.296175,-93.244718
31.25,l4_search,44.221097,-92.713800
31.25,l4_search,44.646345,-92.690432
31.25,l4_search,45.071642,-92.666729
31.25,l4_search,44.419771,-92.120789
31.25,l4_search,44.844939,-92.093114
31.25,l4_search,38.659090,-91.928912
31.25,l4_search,38.002030,-91.442860
31.25,l4_search,38.428865,-91.413507
31.25,l4_search,38.855426,-91.383774
31.25,l4_search,39.281734,-91.353653
31.25,l4_search,30.451652,-91.429711
31.25,l4_search,38.196615,-90.901684
31.25,l4_search,38.623201,-90.868752
31.25,l4_search,39.049521,-90.835392
31.25,l4_search,29.779806,-91.000909
31.25,l4_search,30.215121,-90.972235
31.25,l4_search,30.649821,-90.943229
31.25,l4_search,31.083924,-90.913888
31.25,l4_search,38.388962,-90.357353
31.25,l4_search,39.241359,-90.283776
31.25,l4_search,29.976653,-90.517612
31.25,l4_search,30.411567,-90.486086
31.25,l4_search,30.845874,-90.454196
31.25,l4_search,38.579055,-89.809875
31.25,l4_search,39.005114,-89.769667
31.25,l4_search,39.430923,-89.728935
31.25,l4_search,41.981603,-89.472916
31.25,l4_search,42.830739,-89.382875
31.25,l4_search,29.300492,-90.099463
31.25,l4_search,29.736256,-90.065836
31.25,l4_search,30.171383,-90.031824
31.25,l4_search,30.605892,-89.997420
31.25,l4_search,38.766878,-89.259259
31.25,l4_search,39.192660,-89.215356
31.25,l4_search,41.318289,-88.986986
31.25,l4_search,41.742901,-88.939458
31.25,l4_search,42.167390,-88.891283
31.25,l4_search,42.591778,-88.842447
31.25,l4_search,43.016087,-88.792936
31.25,l4_search,29.493940,-89.616902
31.25,l4_search,29.929279,-89.580437
31.25,l4_search,30.363988,-89.543553
31.25,l4_search,41.502193,-88.410059
31.25,l4_search,42.350801,-88.306193
31.25,l4_search,42.774953,-88.253189
31.25,l4_search,43.199033,-88.199452
31.25,l4_search,29.685263,-89.131918
31.25,l4_search,30.120172,-89.092588
31.25,l4_search,40.835114,-87.938903
31.25,l4_search,41.259496,-87.884706
31.25,l4_search,42.531818,-87.717662
31.25,l4_search,42.955721,-87.660446
31.25,l4_search,35.907058,-88.005883
31.25,l4_search,40.166116,-87.477526
31.25,l4_search,41.014828,-87.363384
31.25,l4_search,41.438924,-87.305163
31.25,l4_search,41.862874,-87.246153
31.25,l4_search,35.233205,-87.576570
31.25,l4_search,35.661015,-87.524532
31.25,l4_search,36.088417,-87.471849
31.25,l4_search,36.515431,-87.418508
31.25,l4_search,39.495166,-87.025646
31.25,l4_search,39.919727,-86.966576
31.25,l4_search,40.344068,-86.906726
31.25,l4_search,40.768206,-86.846079
31.25,l4_search,41.192164,-86.784621
31.25,l4_search,41.615960,-86.722335
31.25,l4_search,42.039616,-86.659204
31.25,l4_search,42.463153,-86.595211
31.25,l4_search,33.699008,-87.261736
31.25,l4_search,35.413066,-87.046594
31.25,l4_search,35.840490,-86.991148
31.25,l4_search,36.267513,-86.935014
31.25,l4_search,37.971948,-86.703323
31.25,l4_search,39.671407,-86.459519
31.25,l4_search,40.095635,-86.396564
31.25,l4_search,40.519647,-86.332775
31.25,l4_search,43.060312,-85.931578
31.25,l4_search,33.019193,-86.852536
31.25,l4_search,33.448965,-86.797779
31.25,l4_search,33.878238,-86.742365
31.25,l4_search,35.590668,-86.513893
31.25,l4_search,36.017698,-86.455008
31.25,l4_search,36.444331,-86.395390
31.25,l4_search,36.870586,-86.335026
31.25,l4_search,37.296480,-86.273900
31.25,l4_search,37.722030,-86.211999
31.25,l4_search,38.147257,-86.149308
31.25,l4_search,38.572176,-86.085811
31.25,l4_search,38.996808,-86.021494
31.25,l4_search,39.421171,-85.956340
31.25,l4_search,40.269166,-85.823455
31.25,l4_search,42.385811,-85.475399
31.25,l4_search,42.808730,-85.402923
31.25,l4_search,43.231562,-85.329446
31.25,l4_search,33.197049,-86.337046
31.25,l4_search,33.626388,-86.279072
31.25,l4_search,34.055232,-86.220399
31.25,l4_search,35.766000,-85.978480
31.25,l4_search,36.192625,-85.916125
31.25,l4_search,36.618859,-85.852993
31.25,l4_search,37.470222,-85.724336
31.25,l4_search,37.895387,-85.658781
31.25,l4_search,38.320232,-85.592388
31.25,l4_search,39.169035,-85.457021
31.25,l4_search,39.593031,-85.388014
31.25,l4_search,40.016781,-85.318102
31.25,l4_search,42.555228,-84.878579
31.25,l4_search,42.977817,-84.801801
31.25,l4_search,43.400324,-84.723961
31.25,l4_search,33.372674,-85.819030
31.25,l4_search,33.801572,-85.757809
31.25,l4_search,35.939046,-85.440367
31.25,l4_search,36.365257,-85.374513
31.25,l4_search,37.641638,-85.171949
31.25,l4_search,38.066407,-85.102708
31.25,l4_search,38.490859,-85.032579
31.25,l4_search,38.915014,-84.961547
31.25,l4_search,39.338891,-84.889592
31.25,l4_search,39.762507,-84.816698
31.25,l4_search,40.185881,-84.742846
31.25,l4_search,40.609034,-84.668016
31.25,l4_search,41.877360,-84.437466
31.25,l4_search,42.299824,-84.358528
31.25,l4_search,42.722167,-84.278510
31.25,l4_search,43.144411,-84.197390
31.25,l4_search,33.546057,-85.298499
31.25,l4_search,34.402468,-85.168733
31.25,l4_search,36.109795,-84.899570
31.25,l4_search,38.659123,-84.469899
31.25,l4_search,39.506359,-84.319225
31.25,l4_search,39.929583,-84.242409
31.25,l4_search,40.352570,-84.164582
31.25,l4_search,42.042535,-83.842746
31.25,l4_search,42.464631,-83.759549
31.25,l4_search,42.886610,-83.675212
31.25,l4_search,32.859696,-84.908652
31.25,l4_search,33.288700,-84.842455
31.25,l4_search,33.717188,-84.775467
31.25,l4_search,34.145178,-84.707673
31.25,l4_search,34.572685,-84.639060
31.25,l4_search,35.426322,-84.499313
31.25,l4_search,35.852485,-84.428149
31.25,l4_search,36.278234,-84.356104
31.25,l4_search,36.703586,-84.283160
31.25,l4_search,38.825010,-83.904365
31.25,l4_search,39.248353,-83.825664
31.25,l4_search,39.671424,-83.745938
31.25,l4_search,40.094243,-83.665167
31.25,l4_search,40.516829,-83.583330
31.25,l4_search,40.939200,-83.500407
31.25,l4_search,41.361377,-83.416375
31.25,l4_search,41.783379,-83.331212
31.25,l4_search,43.048539,-83.068708
31.25,l4_search,33.029509,-84.389663
31.25,l4_search,33.458037,-84.320221
31.25,l4_search,34.313575,-84.178827
31.25,l4_search,34.740619,-84.106846
31.25,l4_search,35.593338,-83.960235
31.25,l4_search,36.019048,-83.885573
31.25,l4_search,36.444348,-83.809984
31.25,l4_search,39.834072,-83.169752
31.25,l4_search,40.256473,-83.084992
31.25,l4_search,40.678644,-82.999112
31.25,l4_search,41.522372,-82.823903
31.25,l4_search,42.365415,-82.643938
31.25,l4_search,42.786730,-82.552112
31.25,l4_search,43.207934,-82.459023
31.25,l4_search,33.197064,-83.868253
31.25,l4_search,33.625108,-83.795540
31.25,l4_search,34.052643,-83.721955
31.25,l4_search,34.479687,-83.647482
31.25,l4_search,35.758039,-83.418576
31.25,l4_search,36.183285,-83.340388
31.25,l4_search,39.994285,-82.590686
31.25,l4_search,40.416255,-82.501905
31.25,l4_search,40.837997,-82.411949
31.25,l4_search,41.259532,-82.320795
31.25,l4_search,41.680878,-82.228418
31.25,l4_search,33.362350,-83.344436
31.25,l4_search,33.789899,-83.268427
31.25,l4_search,34.216944,-83.191506
31.25,l4_search,35.069586,-83.034858
31.25,l4_search,40.994873,-81.821865
31.25,l4_search,41.836877,-81.629945
31.25,l4_search,33.525355,-82.818229
31.25,l4_search,33.952400,-82.738899
31.25,l4_search,34.378945,-82.658616
31.25,l4_search,34.805005,-82.577361
31.25,l4_search,35.230596,-82.495117
31.25,l4_search,35.655736,-82.411866
31.25,l4_search,40.307348,-81.424005
31.25,l4_search,40.728413,-81.327087
31.25,l4_search,41.149256,-81.228882
31.25,l4_search,41.569896,-81.129365
31.25,l4_search,30.253922,-82.917209
31.25,l4_search,34.538634,-82.123302
31.25,l4_search,34.964186,-82.038618
31.25,l4_search,35.389273,-81.952902
31.25,l4_search,40.460167,-80.836438
31.25,l4_search,40.880758,-80.735404
31.25,l4_search,41.301129,-80.633028
31.25,l4_search,27.383901,-82.936304
31.25,l4_search,27.819279,-82.863851
31.25,l4_search,28.253919,-82.790595
31.25,l4_search,28.687837,-82.716523
31.25,l4_search,29.553576,-82.565874
31.25,l4_search,29.985428,-82.489270
31.25,l4_search,30.416623,-82.411794
31.25,l4_search,30.847178,-82.333429
31.25,l4_search,34.695999,-81.585582
31.25,l4_search,35.121034,-81.497445
31.25,l4_search,35.545605,-81.408231
31.25,l4_search,35.969731,-81.317922
31.25,l4_search,39.769552,-80.452349
31.25,l4_search,40.190149,-80.349891
31.25,l4_search,40.610489,-80.246085
31.25,l4_search,41.030592,-80.140907
31.25,l4_search,42.289666,-79.816855
31.25,l4_search,27.112797,-82.523774
31.25,l4_search,27.548345,-82.449304
31.25,l4_search,28.417205,-82.297884
31.25,l4_search,28.850551,-82.220906
31.25,l4_search,29.715155,-82.064346
31.25,l4_search,30.146445,-81.984735
31.25,l4_search,30.577081,-81.904215
31.25,l4_search,34.851029,-81.045475
31.25,l4_search,35.699581,-80.861125
31.25,l4_search,36.546356,-80.672213
31.25,l4_search,39.918374,-79.867420
31.25,l4_search,40.758300,-79.652974
31.25,l4_search,42.435470,-79.206696
31.25,l4_search,42.854315,-79.091333
31.25,l4_search,43.273020,-78.974392
31.25,l4_search,27.275631,-82.037589
31.25,l4_search,27.710588,-81.960293
31.25,l4_search,28.144798,-81.882143
31.25,l4_search,28.578278,-81.803124
31.25,l4_search,29.011044,-81.723222
31.25,l4_search,29.874498,-81.560711
31.25,l4_search,30.305218,-81.478071
31.25,l4_search,35.003712,-80.503000
31.25,l4_search,35.427678,-80.407883
31.25,l4_search,35.851186,-80.311603
31.25,l4_search,36.274252,-80.214136
31.25,l4_search,36.696892,-80.115463
31.25,l4_search,37.119123,-80.015560
31.25,l4_search,40.064698,-79.279816
31.25,l4_search,40.484267,-79.169202
31.25,l4_search,42.578683,-78.593687
31.25,l4_search,42.997012,-78.473883
31.25,l4_search,43.415203,-78.352437
31.25,l4_search,27.436264,-81.549426
31.25,l4_search,27.870623,-81.469285
31.25,l4_search,29.169308,-81.223485
31.25,l4_search,36.000411,-79.759686
31.25,l4_search,36.422929,-79.658605
31.25,l4_search,36.845024,-79.556271
31.25,l4_search,42.719289,-77.977861
31.25,l4_search,43.137086,-77.853585
31.25,l4_search,43.554743,-77.727605
31.25,l4_search,27.594686,-81.059297
31.25,l4_search,28.028441,-80.976295
31.25,l4_search,28.461457,-80.892373
31.25,l4_search,28.893748,-80.807516
31.25,l4_search,35.301988,-79.411027
31.25,l4_search,35.724842,-79.308838
31.25,l4_search,36.147241,-79.205396
31.25,l4_search,36.569200,-79.100677
31.25,l4_search,42.857271,-77.359251
31.25,l4_search,43.274517,-77.230475
31.25,l4_search,26.010632,-80.901527
31.25,l4_search,26.882331,-80.736188
31.25,l4_search,35.447558,-78.861572
31.25,l4_search,36.291665,-78.648757
31.25,l4_search,37.974751,-78.207058
31.25,l4_search,38.813991,-77.977771
31.25,l4_search,39.651874,-77.742570
31.25,l4_search,40.488536,-77.501229
31.25,l4_search,25.293421,-80.586055
31.25,l4_search,26.602735,-80.333788
31.25,l4_search,27.037557,-80.247871
31.25,l4_search,35.590734,-78.309834
31.25,l4_search,36.012429,-78.200485
31.25,l4_search,37.274859,-77.864273
31.25,l4_search,37.694836,-77.749397
31.25,l4_search,38.114425,-77.633075
31.25,l4_search,38.533642,-77.515280
31.25,l4_search,39.371024,-77.275158
31.25,l4_search,39.789222,-77.152773
31.25,l4_search,40.207116,-77.028799
