radius,layer,lat,lon
31.25,l4_search,40.624721,-76.903206
31.25,l4_search,41.042056,-76.775962
31.25,l4_search,25.448984,-80.106936
31.25,l4_search,26.321394,-79.934182
31.25,l4_search,26.756376,-79.846403
31.25,l4_search,37.413242,-77.295550
31.25,l4_search,37.832624,-77.176874
31.25,l4_search,38.251617,-77.056703
31.25,l4_search,39.924030,-76.560494
31.25,l4_search,40.341327,-76.432411
31.25,l4_search,40.758335,-76.302654
31.25,l4_search,36.710379,-76.964980
31.25,l4_search,37.129978,-76.845489
31.25,l4_search,37.549156,-76.724508
31.25,l4_search,37.967929,-76.602011
31.25,l4_search,38.386313,-76.477969
31.25,l4_search,38.804324,-76.352353
31.25,l4_search,39.221978,-76.225135
31.25,l4_search,39.639293,-76.096282
31.25,l4_search,40.056284,-75.965764
31.25,l4_search,40.472968,-75.833550
31.25,l4_search,40.889363,-75.699605
31.25,l4_search,37.264034,-76.275949
31.25,l4_search,37.682589,-76.151175
31.25,l4_search,39.352916,-75.636132
31.25,l4_search,40.602025,-75.232247
31.25,l4_search,41.017790,-75.094094
31.25,l4_search,41.848517,-74.812291
31.25,l4_search,42.678288,-74.522919
31.25,l4_search,36.977269,-75.831170
31.25,l4_search,37.395609,-75.704167
31.25,l4_search,39.481302,-75.044785
31.25,l4_search,41.143603,-74.486153
31.25,l4_search,41.558447,-74.341892
31.25,l4_search,41.973033,-74.195718
31.25,l4_search,42.387378,-74.047592
31.25,l4_search,42.801499,-73.897477
31.25,l4_search,39.607124,-74.451127
31.25,l4_search,40.022515,-74.310074
31.25,l4_search,41.266787,-73.875820
31.25,l4_search,41.680967,-73.727251
31.25,l4_search,42.094886,-73.576710
31.25,l4_search,42.508561,-73.424160
31.25,l4_search,42.922009,-73.269559
31.25,l4_search,39.730368,-73.855190
31.25,l4_search,40.145086,-73.710031
31.25,l4_search,41.800826,-73.110234
31.25,l4_search,42.214060,-72.955307
31.25,l4_search,42.627048,-72.798311
31.25,l4_search,40.678749,-72.956508
31.25,l4_search,41.092131,-72.803320
31.25,l4_search,41.505213,-72.648124
31.25,l4_search,41.918011,-72.490880
31.25,l4_search,42.330542,-72.331548
31.25,l4_search,43.154872,-72.006457
31.25,l4_search,40.795387,-72.347780
31.25,l4_search,41.208058,-72.190341
31.25,l4_search,41.620426,-72.030837
31.25,l4_search,42.032507,-71.869228
31.25,l4_search,42.444318,-71.705474
31.25,l4_search,42.855875,-71.539531
31.25,l4_search,43.267195,-71.371358
31.25,l4_search,42.966187,-70.906685
31.25,l4_search,43.376759,-70.733953
15.625,l5_search,36.928367,-122.018401
15.625,l5_search,37.134414,-122.099594
15.625,l5_search,37.340336,-122.181283
15.625,l5_search,37.546134,-122.263471
15.625,l5_search,37.751810,-122.346164
15.625,l5_search,37.957366,-122.429365
15.625,l5_search,38.162803,-122.513080
15.625,l5_search,38.368124,-122.597312
15.625,l5_search,37.081495,-121.809430
15.625,l5_search,37.287613,-121.890170
15.625,l5_search,37.493608,-121.971404
15.625,l5_search,37.699482,-122.053137
15.625,l5_search,37.905236,-122.135372
15.625,l5_search,38.110873,-122.218115
15.625,l5_search,38.316393,-122.301370
15.625,l5_search,37.234249,-121.599514
15.625,l5_search,37.440440,-121.679795
15.625,l5_search,37.646510,-121.760569
15.625,l5_search,37.852460,-121.841840
15.625,l5_search,38.058293,-121.923612
15.625,l5_search,38.264011,-122.005890
15.625,l5_search,38.622466,-121.875004
15.625,l5_search,38.363294,-121.497169
15.625,l5_search,38.569176,-121.578500
15.625,l5_search,38.774948,-121.660340
15.625,l5_search,38.980612,-121.742691
15.625,l5_search,38.515235,-121.282477
15.625,l5_search,38.721200,-121.363326
15.625,l5_search,38.927058,-121.444681
15.625,l5_search,38.666802,-121.066798
15.625,l5_search,38.872852,-121.147158
15.625,l5_search,34.253404,-119.211603
15.625,l5_search,33.984674,-118.866945
15.625,l5_search,34.193847,-118.935539
15.625,l5_search,34.402876,-119.004538
15.625,l5_search,33.714830,-118.524878
15.625,l5_search,34.133679,-118.659940
15.625,l5_search,34.342887,-118.728068
15.625,l5_search,34.551955,-118.796600
15.625,l5_search,45.273526,-123.017351
15.625,l5_search,33.653696,-118.251470
15.625,l5_search,33.863371,-118.317944
15.625,l5_search,34.072901,-118.384809
15.625,l5_search,34.282288,-118.452068
15.625,l5_search,34.491534,-118.519725
15.625,l5_search,45.018415,-122.592347
15.625,l5_search,45.222868,-122.686588
15.625,l5_search,45.427282,-122.781482
15.625,l5_search,45.631660,-122.877035
15.625,l5_search,33.591957,-117.978529
15.625,l5_search,33.801808,-118.044146
15.625,l5_search,34.011515,-118.110149
15.625,l5_search,34.221079,-118.176541
15.625,l5_search,34.430502,-118.243325
15.625,l5_search,45.171491,-122.356394
15.625,l5_search,45.376106,-122.450063
15.625,l5_search,45.580684,-122.544383
15.625,l5_search,33.319441,-117.641676
15.625,l5_search,33.529614,-117.706060
15.625,l5_search,33.739641,-117.770822
15.625,l5_search,33.949523,-117.835964
15.625,l5_search,34.159262,-117.901490
15.625,l5_search,34.368860,-117.967404
15.625,l5_search,45.324209,-122.119222
15.625,l5_search,45.528986,-122.212310
15.625,l5_search,32.624385,-117.182125
15.625,l5_search,32.835182,-117.244563
15.625,l5_search,33.045826,-117.307363
15.625,l5_search,33.466668,-117.434065
15.625,l5_search,33.676868,-117.497973
15.625,l5_search,33.886924,-117.562257
15.625,l5_search,34.096837,-117.626919
15.625,l5_search,34.306609,-117.691964
15.625,l5_search,47.115394,-122.639304
15.625,l5_search,47.524927,-122.835735
15.625,l5_search,32.560149,-116.913965
15.625,l5_search,32.771118,-116.975571
15.625,l5_search,32.981935,-117.037534
15.625,l5_search,33.613493,-117.225604
15.625,l5_search,33.823721,-117.289031
15.625,l5_search,34.033806,-117.352832
15.625,l5_search,34.243751,-117.417009
15.625,l5_search,46.858841,-122.202407
15.625,l5_search,47.063824,-122.298278
15.625,l5_search,47.268795,-122.394835
15.625,l5_search,47.473757,-122.492085
15.625,l5_search,47.678713,-122.590035
15.625,l5_search,47.883666,-122.688694
15.625,l5_search,32.495318,-116.646278
15.625,l5_search,32.706458,-116.707054
15.625,l5_search,32.917445,-116.768183
15.625,l5_search,33.759915,-117.016290
15.625,l5_search,33.970171,-117.079231
15.625,l5_search,34.180287,-117.142543
15.625,l5_search,47.011514,-121.957867
15.625,l5_search,47.216682,-122.053119
15.625,l5_search,47.421842,-122.149055
15.625,l5_search,47.626996,-122.245682
15.625,l5_search,47.832147,-122.343007
15.625,l5_search,32.641202,-116.439015
15.625,l5_search,32.852359,-116.499311
15.625,l5_search,33.905932,-116.806119
15.625,l5_search,34.116217,-116.868569
15.625,l5_search,47.163828,-121.712028
15.625,l5_search,47.369182,-121.806652
15.625,l5_search,47.574532,-121.901957
15.625,l5_search,47.779879,-121.997952
15.625,l5_search,36.177789,-115.669236
15.625,l5_search,35.900774,-115.328981
15.625,l5_search,36.110822,-115.388738
15.625,l5_search,36.320754,-115.448861
15.625,l5_search,36.530572,-115.509353
15.625,l5_search,36.043243,-115.108787
15.625,l5_search,36.253332,-115.167996
15.625,l5_search,36.463306,-115.227568
15.625,l5_search,36.185298,-114.887684
15.625,l5_search,36.395427,-114.946338
15.625,l5_search,33.361214,-112.386270
15.625,l5_search,33.073945,-112.072158
15.625,l5_search,33.286765,-112.119998
15.625,l5_search,33.499449,-112.168121
15.625,l5_search,33.711999,-112.216530
15.625,l5_search,33.211734,-111.854277
15.625,l5_search,33.424561,-111.901565
15.625,l5_search,33.637254,-111.949134
15.625,l5_search,33.349091,-111.635565
15.625,l5_search,33.561925,-111.682296
15.625,l5_search,40.516615,-112.561951
15.625,l5_search,40.233484,-112.212316
15.625,l5_search,40.443463,-112.265925
15.625,l5_search,40.653380,-112.319886
15.625,l5_search,40.863237,-112.374204
15.625,l5_search,40.369683,-111.970576
15.625,l5_search,40.579727,-112.023506
15.625,l5_search,40.789710,-112.076785
15.625,l5_search,40.505444,-111.727810
15.625,l5_search,40.715552,-111.780054
15.625,l5_search,39.689721,-105.272186
15.625,l5_search,39.389009,-104.959681
15.625,l5_search,39.601347,-104.989024
15.625,l5_search,39.813627,-105.018558
15.625,l5_search,40.025850,-105.048287
15.625,l5_search,39.512386,-104.706633
15.625,l5_search,39.724747,-104.735203
15.625,l5_search,39.937051,-104.763961
15.625,l5_search,39.635280,-104.452626
15.625,l5_search,39.847663,-104.480418
15.625,l5_search,29.414345,-98.875447
15.625,l5_search,29.092227,-98.631221
15.625,l5_search,29.310682,-98.638682
15.625,l5_search,29.528975,-98.646184
15.625,l5_search,29.747109,-98.653729
15.625,l5_search,29.206503,-98.402554
15.625,l5_search,29.424887,-98.409376
15.625,l5_search,29.643111,-98.416237
15.625,l5_search,29.320284,-98.173211
15.625,l5_search,29.538598,-98.179391
15.625,l5_search,30.305598,-97.965517
15.625,l5_search,29.982543,-97.722288
15.625,l5_search,30.200401,-97.727229
15.625,l5_search,30.418107,-97.732198
15.625,l5_search,30.094690,-97.489601
15.625,l5_search,30.312479,-97.493881
15.625,l5_search,30.530117,-97.498185
15.625,l5_search,32.698630,-97.542630
15.625,l5_search,33.130730,-97.551838
15.625,l5_search,30.206338,-97.256229
15.625,l5_search,30.424057,-97.259843
15.625,l5_search,32.377017,-97.293333
15.625,l5_search,32.593329,-97.297165
15.625,l5_search,32.809512,-97.301019
15.625,l5_search,33.025569,-97.304896
15.625,l5_search,33.241501,-97.308796
15.625,l5_search,33.457310,-97.312720
15.625,l5_search,32.487509,-97.052408
15.625,l5_search,32.703762,-97.055530
15.625,l5_search,32.919887,-97.058671
15.625,l5_search,33.135886,-97.061831
15.625,l5_search,33.351763,-97.065009
15.625,l5_search,32.597494,-96.810754
15.625,l5_search,32.813687,-96.813164
15.625,l5_search,33.029753,-96.815587
15.625,l5_search,33.245695,-96.818025
15.625,l5_search,32.706969,-96.568374
15.625,l5_search,32.923102,-96.570065
15.625,l5_search,33.139109,-96.571767
15.625,l5_search,32.815934,-96.325265
15.625,l5_search,33.032006,-96.326235
15.625,l5_search,29.886091,-96.078172
15.625,l5_search,29.558776,-95.844290
15.625,l5_search,29.776973,-95.843846
15.625,l5_search,29.995014,-95.843399
15.625,l5_search,30.212899,-95.842950
15.625,l5_search,29.667350,-95.610189
15.625,l5_search,29.885468,-95.609076
15.625,l5_search,30.103429,-95.607956
15.625,l5_search,29.338871,-95.378969
15.625,l5_search,29.557224,-95.377202
15.625,l5_search,29.775417,-95.375426
15.625,l5_search,29.993454,-95.373639
15.625,l5_search,30.211337,-95.371842
15.625,l5_search,30.429067,-95.370034
15.625,l5_search,29.446594,-95.144884
15.625,l5_search,29.664864,-95.142448
15.625,l5_search,29.882976,-95.139999
15.625,l5_search,30.100932,-95.137535
15.625,l5_search,30.318735,-95.135057
15.625,l5_search,38.929984,-95.022743
15.625,l5_search,29.553808,-94.910144
15.625,l5_search,29.771995,-94.907035
15.625,l5_search,29.990025,-94.903909
15.625,l5_search,30.207900,-94.900764
15.625,l5_search,38.607605,-94.762276
15.625,l5_search,38.821096,-94.758264
15.625,l5_search,39.034525,-94.754227
15.625,l5_search,39.247894,-94.750163
15.625,l5_search,38.711682,-94.494661
15.625,l5_search,38.925134,-94.489775
15.625,l5_search,39.138524,-94.484857
15.625,l5_search,38.815216,-94.226203
15.625,l5_search,39.028627,-94.220436
15.625,l5_search,44.878823,-93.752683
15.625,l5_search,44.555133,-93.473218
15.625,l5_search,44.767821,-93.464215
15.625,l5_search,44.980523,-93.455147
15.625,l5_search,45.193243,-93.446015
15.625,l5_search,44.656272,-93.176819
15.625,l5_search,44.868948,-93.166743
15.625,l5_search,45.081640,-93.156595
15.625,l5_search,44.756828,-92.879420
15.625,l5_search,44.969490,-92.868264
15.625,l5_search,38.833040,-90.763549
15.625,l5_search,38.502824,-90.524478
15.625,l5_search,38.716008,-90.506770
15.625,l5_search,38.929126,-90.488947
15.625,l5_search,39.142181,-90.471009
15.625,l5_search,38.598473,-90.250901
15.625,l5_search,38.811592,-90.232283
15.625,l5_search,39.024646,-90.213544
15.625,l5_search,38.693558,-89.976535
15.625,l5_search,38.906610,-89.957001
15.625,l5_search,41.950550,-88.822588
15.625,l5_search,41.618032,-88.581897
15.625,l5_search,41.830244,-88.556728
15.625,l5_search,42.042425,-88.531388
15.625,l5_search,42.254580,-88.505876
15.625,l5_search,41.709438,-88.291889
15.625,l5_search,41.921586,-88.265700
15.625,l5_search,42.133705,-88.239333
15.625,l5_search,41.375987,-88.054918
15.625,l5_search,41.588135,-88.028069
15.625,l5_search,41.800249,-88.001038
15.625,l5_search,42.012332,-87.973824
15.625,l5_search,42.224387,-87.946424
15.625,l5_search,42.436416,-87.918837
15.625,l5_search,41.466338,-87.765266
15.625,l5_search,41.678417,-87.737401
15.625,l5_search,41.890464,-87.709346
15.625,l5_search,42.102481,-87.681101
15.625,l5_search,42.314469,-87.652664
15.625,l5_search,41.556092,-87.474786
15.625,l5_search,41.768102,-87.445899
15.625,l5_search,39.877333,-86.338466
15.625,l5_search,39.540168,-86.118253
15.625,l5_search,39.752262,-86.085826
15.625,l5_search,39.964298,-86.053186
15.625,l5_search,40.176278,-86.020332
15.625,l5_search,39.626715,-85.834160
15.625,l5_search,39.838721,-85.800760
15.625,l5_search,40.050668,-85.767140
15.625,l5_search,39.712668,-85.549312
15.625,l5_search,39.924584,-85.514935
15.625,l5_search,39.119797,-84.837198
15.625,l5_search,38.779975,-84.627237
15.625,l5_search,38.991895,-84.590371
15.625,l5_search,39.203746,-84.553267
15.625,l5_search,39.415530,-84.515921
15.625,l5_search,38.863528,-84.344506
15.625,l5_search,39.075347,-84.306680
15.625,l5_search,39.287097,-84.268609
15.625,l5_search,42.245693,-83.708497
15.625,l5_search,42.667673,-83.624110
15.625,l5_search,38.946485,-84.061058
15.625,l5_search,39.158201,-84.022269
15.625,l5_search,41.905145,-83.494190
15.625,l5_search,42.116121,-83.451645
15.625,l5_search,42.327062,-83.408811
15.625,l5_search,42.537972,-83.365685
15.625,l5_search,42.748852,-83.322264
15.625,l5_search,42.959707,-83.278546
15.625,l5_search,33.923885,-84.659675
15.625,l5_search,41.986085,-83.195859
15.625,l5_search,42.196962,-83.152249
15.625,l5_search,42.407806,-83.108342
15.625,l5_search,42.618618,-83.064136
15.625,l5_search,42.829402,-83.019627
15.625,l5_search,33.580350,-84.465849
15.625,l5_search,33.794394,-84.431192
15.625,l5_search,34.008315,-84.396328
15.625,l5_search,34.222112,-84.361254
15.625,l5_search,42.277178,-82.852078
15.625,l5_search,42.487922,-82.807093
15.625,l5_search,42.698635,-82.761802
15.625,l5_search,33.664448,-84.203537
15.625,l5_search,33.878373,-84.168055
15.625,l5_search,34.092175,-84.132359
15.625,l5_search,33.747977,-83.940611
15.625,l5_search,33.961783,-83.904300
15.625,l5_search,41.461341,-82.183327
15.625,l5_search,41.118411,-81.979898
15.625,l5_search,41.329015,-81.932831
15.625,l5_search,41.539572,-81.885448
15.625,l5_search,41.196238,-81.683383
15.625,l5_search,41.406730,-81.635268
15.625,l5_search,41.617176,-81.586832
15.625,l5_search,41.273438,-81.386142
15.625,l5_search,41.483818,-81.336976
15.625,l5_search,28.027949,-82.751730
15.625,l5_search,35.323905,-81.369731
15.625,l5_search,40.390194,-80.208543
15.625,l5_search,27.675170,-82.580984
15.625,l5_search,27.892603,-82.543744
15.625,l5_search,28.109852,-82.506299
15.625,l5_search,34.976656,-81.188220
15.625,l5_search,35.188958,-81.142902
15.625,l5_search,35.401144,-81.097308
15.625,l5_search,40.044200,-80.019043
15.625,l5_search,40.254307,-79.966347
15.625,l5_search,40.464351,-79.913306
15.625,l5_search,40.674332,-79.859916
15.625,l5_search,27.756812,-82.336473
15.625,l5_search,27.974099,-82.298520
15.625,l5_search,28.191203,-82.260357
15.625,l5_search,35.053572,-80.916947
15.625,l5_search,35.265740,-80.870756
15.625,l5_search,35.477793,-80.824283
15.625,l5_search,40.117985,-79.725174
15.625,l5_search,40.327964,-79.671457
15.625,l5_search,40.537879,-79.617387
15.625,l5_search,27.837903,-82.091458
15.625,l5_search,28.055044,-82.052789
15.625,l5_search,35.129898,-80.645081
15.625,l5_search,35.341932,-80.598013
15.625,l5_search,40.191143,-79.430634
15.625,l5_search,40.400992,-79.375892
15.625,l5_search,28.352246,-81.766949
15.625,l5_search,28.785328,-81.687079
15.625,l5_search,27.998428,-81.599922
15.625,l5_search,28.215273,-81.559816
15.625,l5_search,28.431936,-81.519487
15.625,l5_search,28.648419,-81.478934
15.625,l5_search,28.864723,-81.438155
15.625,l5_search,29.080852,-81.397148
15.625,l5_search,28.077859,-81.353405
15.625,l5_search,28.294556,-81.312576
15.625,l5_search,28.511070,-81.271521
15.625,l5_search,28.727405,-81.230237
15.625,l5_search,28.943561,-81.188723
15.625,l5_search,28.156736,-81.106392
15.625,l5_search,28.373282,-81.064838
15.625,l5_search,28.589647,-81.023054
15.625,l5_search,28.805832,-80.981037
15.625,l5_search,35.925221,-79.173632
15.625,l5_search,35.575420,-79.001564
15.625,l5_search,35.786617,-78.949175
15.625,l5_search,35.997700,-78.896466
15.625,l5_search,36.208671,-78.843434
15.625,l5_search,25.782137,-80.869023
15.625,l5_search,26.218755,-80.786856
15.625,l5_search,35.647586,-78.725616
15.625,l5_search,35.858639,-78.672331
15.625,l5_search,36.069577,-78.618720
15.625,l5_search,39.011897,-77.832197
15.625,l5_search,25.642196,-80.669964
15.625,l5_search,25.860655,-80.628527
15.625,l5_search,26.078908,-80.586869
15.625,l5_search,26.296957,-80.544985
15.625,l5_search,26.514804,-80.502876
15.625,l5_search,35.719152,-78.449097
15.625,l5_search,35.930058,-78.394912
15.625,l5_search,38.662225,-77.659191
15.625,l5_search,38.871723,-77.600075
15.625,l5_search,39.081136,-77.540580
15.625,l5_search,39.290465,-77.480705
15.625,l5_search,25.720324,-80.429690
15.625,l5_search,25.938624,-80.387570
15.625,l5_search,26.156718,-80.345223
15.625,l5_search,26.374608,-80.302648
15.625,l5_search,38.731129,-77.368940
15.625,l5_search,38.940480,-77.308837
15.625,l5_search,39.149746,-77.248349
15.625,l5_search,39.568031,-77.126208
15.625,l5_search,25.579556,-80.231536
15.625,l5_search,25.797902,-80.188958
15.625,l5_search,26.016041,-80.146152
15.625,l5_search,26.233975,-80.103116
15.625,l5_search,38.380739,-77.199113
15.625,l5_search,38.590118,-77.138790
15.625,l5_search,38.799408,-77.078084
15.625,l5_search,39.008610,-77.016992
15.625,l5_search,39.217728,-76.955509
15.625,l5_search,39.426762,-76.893632
15.625,l5_search,39.635715,-76.831357
15.625,l5_search,39.844589,-76.768680
15.625,l5_search,38.448690,-76.909621
15.625,l5_search,38.657919,-76.848319
15.625,l5_search,38.867058,-76.786628
15.625,l5_search,39.076110,-76.724543
15.625,l5_search,39.285077,-76.662062
15.625,l5_search,39.493961,-76.599180
15.625,l5_search,39.702763,-76.535893
15.625,l5_search,38.516015,-76.619538
15.625,l5_search,38.725092,-76.557254
15.625,l5_search,38.934079,-76.494575
15.625,l5_search,39.142979,-76.431495
15.625,l5_search,39.351793,-76.368013
15.625,l5_search,39.560525,-76.304122
15.625,l5_search,36.907866,-76.820970
15.625,l5_search,39.834947,-75.943145
15.625,l5_search,40.251703,-75.811239
15.625,l5_search,36.555742,-76.658501
15.625,l5_search,36.765515,-76.598131
15.625,l5_search,36.975178,-76.537389
15.625,l5_search,37.184735,-76.476270
15.625,l5_search,39.483319,-75.778122
15.625,l5_search,39.691740,-75.712208
15.625,l5_search,39.900080,-75.645869
15.625,l5_search,40.108340,-75.579102
15.625,l5_search,40.316523,-75.511903
15.625,l5_search,40.524630,-75.444267
15.625,l5_search,36.622750,-76.376223
15.625,l5_search,36.832367,-76.314924
15.625,l5_search,37.041873,-76.253247
15.625,l5_search,39.548126,-75.482288
15.625,l5_search,39.756388,-75.415358
15.625,l5_search,39.964570,-75.347997
15.625,l5_search,40.172671,-75.280201
15.625,l5_search,40.380696,-75.211965
15.625,l5_search,40.796521,-75.074159
15.625,l5_search,36.689144,-76.093393
15.625,l5_search,36.898602,-76.031163
15.625,l5_search,39.612292,-75.185868
15.625,l5_search,39.820395,-75.117919
15.625,l5_search,40.028416,-75.049533
15.625,l5_search,40.236357,-74.980705
15.625,l5_search,40.444221,-74.911430
15.625,l5_search,40.652010,-74.841705
15.625,l5_search,40.859725,-74.771525
15.625,l5_search,41.067368,-74.700886
15.625,l5_search,39.675817,-74.888864
15.625,l5_search,39.883758,-74.819895
15.625,l5_search,40.091617,-74.750481
15.625,l5_search,40.299396,-74.680618
15.625,l5_search,40.507097,-74.610302
15.625,l5_search,40.714723,-74.539529
15.625,l5_search,40.922275,-74.468294
15.625,l5_search,39.738699,-74.591282
15.625,l5_search,39.946475,-74.521289
15.625,l5_search,40.154170,-74.450845
15.625,l5_search,40.361785,-74.379945
15.625,l5_search,40.569322,-74.308586
15.625,l5_search,40.776782,-74.236762
15.625,l5_search,40.984169,-74.164469
15.625,l5_search,40.216075,-74.150630
15.625,l5_search,40.423523,-74.078691
15.625,l5_search,40.630893,-74.006285
15.625,l5_search,40.838187,-73.933407
15.625,l5_search,41.045407,-73.860054
15.625,l5_search,41.459633,-73.711903
15.625,l5_search,40.277329,-73.849840
15.625,l5_search,40.484609,-73.776859
15.625,l5_search,40.691810,-73.703404
15.625,l5_search,40.898935,-73.629471
15.625,l5_search,41.105986,-73.555055
15.625,l5_search,41.312964,-73.480153
15.625,l5_search,41.519872,-73.404757
15.625,l5_search,41.726712,-73.328866
15.625,l5_search,40.545040,-73.474454
15.625,l5_search,40.752071,-73.399948
15.625,l5_search,40.959025,-73.324957
15.625,l5_search,41.165904,-73.249476
15.625,l5_search,41.372710,-73.173501
15.625,l5_search,41.579446,-73.097027
15.625,l5_search,40.604815,-73.171481
15.625,l5_search,40.811673,-73.095921
15.625,l5_search,41.018454,-73.019870
15.625,l5_search,41.225160,-72.943322
15.625,l5_search,41.431792,-72.866273
15.625,l5_search,41.811060,-71.860356
15.625,l5_search,42.222903,-71.697125
15.625,l5_search,42.634483,-71.531721
15.625,l5_search,41.455526,-71.713049
15.625,l5_search,41.661442,-71.631680
15.625,l5_search,41.867284,-71.549776
15.625,l5_search,42.073056,-71.467332
15.625,l5_search,42.278760,-71.384343
15.625,l5_search,42.484397,-71.300803
15.625,l5_search,42.689969,-71.216708
15.625,l5_search,42.895479,-71.132051
15.625,l5_search,41.511445,-71.404091
15.625,l5_search,41.717176,-71.321637
15.625,l5_search,41.922833,-71.238641
15.625,l5_search,42.128419,-71.155098
15.625,l5_search,42.333937,-71.071002
15.625,l5_search,42.539387,-70.986348
15.625,l5_search,42.744772,-70.901131
