GEOID,NAME,2020-01-21,2020-01-24,2020-01-26,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-05,2020-02-10,2020-02-12,2020-02-13,2020-02-18,2020-02-20,2020-02-21,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18
02,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-2.0,0.0,2.0,1.0,6.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
04,Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,5.0,2.0,0.0,3.0,2.0,9.0,5.0,7.0,12.0,12.0,0.0,13.0,3.0,8.0,3.0,16.0,7.0,7.0,9.0,11.0,9.0,19.0,7.0,11.0,3.0,17.0,20.0,21.0,17.0,7.0,2.0,0.0,0.0,29.0,16.0,10.0,0.0,32.0,0.0,33.0,31.0,24.0,67.0,15.0,4.0,6.0,20.0,33.0,29.0,27.0,28.0,1.0,7.0,18.0,44.0,13.0,14.0,24.0,1.0,6.0,3.0,24.0,25.0,28.0,17.0,3.0,11.0,27.0,37.0,16.0,16.0,33.0,4.0,2.0,23.0,30.0,32.0,18.0,33.0,4.0,10.0,25.0,23.0,35.0,34.0,25.0,4.0,4.0,43.0,71.0,22.0,47.0,44.0,14.0,4.0,47.0,80.0,38.0,35.0,19.0,6.0,6.0,98.0,35.0,76.0,44.0,69.0,86.0,8.0,92.0,97.0,58.0,91.0,145.0,33.0,23.0,133.0,57.0,88.0,81.0,141.0,17.0,2.0,104.0,47.0,170.0,68.0,53.0,27.0,6.0,65.0,87.0,72.0,78.0,56.0,11.0,3.0,49.0,148.0,35.0,40.0,69.0,14.0,0.0,23.0,102.0,53.0,4.0,69.0,14.0,0.0,22.0,104.0,33.0,48.0,29.0,19.0,0.0,17.0,23.0,65.0,41.0,36.0,11.0,0.0,2.0,31.0,22.0,15.0,22.0,10.0,0.0,23.0,27.0,38.0,43.0,15.0,8.0,2.0,17.0,31.0,36.0,23.0,36.0,1.0,1.0,8.0,21.0,23.0,20.0,10.0,2.0,1.0,7.0,20.0,8.0,5.0,13.0,0.0,0.0,8.0,5.0,17.0,0.0,33.0,5.0,3.0,7.0,17.0,5.0,5.0,5.0,5.0,1.0,16.0,14.0,13.0,0.0,61.0,0.0,3.0,38.0,39.0,28.0,22.0,38.0,17.0,0.0,28.0,35.0,12.0,18.0,43.0,2.0,0.0,19.0,44.0
05,Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,6.0,0.0,4.0,3.0,8.0,3.0,5.0,3.0,4.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,5.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,7.0,1.0,0.0,0.0,2.0,5.0,9.0,1.0,2.0,0.0,2.0,6.0,4.0,6.0,5.0,1.0,2.0,3.0,6.0,9.0,11.0,6.0,10.0,1.0,2.0,10.0,3.0,0.0,9.0,10.0,5.0,1.0,5.0,7.0,2.0,2.0,5.0,1.0,5.0,9.0,4.0,4.0,4.0,6.0,2.0,2.0,8.0,4.0,6.0,11.0,3.0,1.0,6.0,11.0,6.0,6.0,8.0,5.0,2.0,7.0,20.0,6.0,8.0,11.0,8.0,3.0,11.0,15.0,18.0,7.0,7.0,14.0,7.0,11.0,11.0,7.0,9.0,5.0,13.0,0.0,3.0,15.0,14.0,10.0,23.0,11.0,13.0,9.0,15.0,22.0,6.0,15.0,17.0,13.0,12.0,18.0,27.0,21.0,10.0,10.0,12.0,15.0,9.0,11.0,12.0,13.0,16.0,12.0,11.0,18.0,147.0,8.0,8.0,8.0,0.0,16.0,12.0,19.0,18.0,20.0,19.0,23.0,21.0,21.0,19.0,15.0,7.0,16.0,18.0,22.0,21.0,13.0,22.0,27.0,23.0,17.0,19.0,23.0,22.0,12.0,21.0,27.0,20.0,10.0,15.0,21.0,20.0,11.0,16.0,11.0,21.0,26.0,19.0,17.0,7.0,27.0,34.0,27.0,16.0,23.0,9.0,19.0,11.0,17.0,23.0,3.0,14.0,18.0,4.0,11.0,25.0,41.0,20.0,30.0
06,California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,3.0,2.0,3.0,5.0,4.0,7.0,8.0,10.0,14.0,15.0,20.0,19.0,11.0,21.0,29.0,46.0,17.0,35.0,43.0,27.0,46.0,57.0,53.0,39.0,53.0,35.0,48.0,50.0,58.0,100.0,84.0,84.0,91.0,32.0,49.0,93.0,117.0,94.0,88.0,77.0,24.0,66.0,87.0,81.0,89.0,91.0,58.0,23.0,72.0,95.0,80.0,82.0,84.0,63.0,25.0,61.0,103.0,92.0,78.0,102.0,54.0,32.0,47.0,132.0,82.0,103.0,66.0,68.0,18.0,12.0,58.0,93.0,73.0,97.0,57.0,28.0,47.0,100.0,65.0,69.0,83.0,71.0,25.0,27.0,92.0,102.0,80.0,69.0,73.0,6.0,34.0,85.0,80.0,74.0,70.0,71.0,20.0,49.0,63.0,98.0,80.0,62.0,31.0,35.0,50.0,105.0,80.0,96.0,53.0,17.0,39.0,86.0,115.0,149.0,137.0,98.0,72.0,23.0,46.0,144.0,132.0,115.0,123.0,89.0,14.0,57.0,117.0,160.0,151.0,139.0,89.0,26.0,94.0,167.0,180.0,120.0,215.0,134.0,31.0,110.0,201.0,100.0,217.0,188.0,92.0,68.0,97.0,179.0,105.0,246.0,150.0,69.0,25.0,100.0,182.0,164.0,134.0,163.0,73.0,91.0,113.0,145.0,136.0,144.0,148.0,66.0,19.0,97.0,150.0,167.0,155.0,155.0,30.0,38.0,42.0,81.0,151.0,106.0,172.0,58.0,56.0,85.0,149.0,110.0,86.0,100.0,64.0,39.0,57.0,132.0,109.0,101.0,80.0,84.0,25.0,38.0,121.0,139.0,91.0,83.0,41.0,16.0,48.0,85.0,94.0,68.0,76.0,69.0,6.0,16.0,75.0,92.0,79.0,69.0,34.0,36.0,22.0,37.0,160.0,64.0,55.0,27.0,5.0,27.0,102.0,66.0,27.0,56.0,27.0,17.0,22.0,59.0,68.0,47.0,71.0,22.0,17.0,28.0,68.0,36.0,30.0,76.0,39.0,7.0,44.0,57.0,108.0
08,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,11.0,7.0,4.0,12.0,3.0,6.0,18.0,11.0,17.0,14.0,15.0,13.0,11.0,29.0,13.0,35.0,23.0,24.0,16.0,18.0,21.0,28.0,17.0,17.0,20.0,11.0,27.0,37.0,22.0,44.0,113.0,10.0,4.0,27.0,30.0,30.0,11.0,43.0,12.0,10.0,9.0,52.0,16.0,25.0,16.0,7.0,5.0,15.0,23.0,52.0,29.0,60.0,42.0,23.0,9.0,33.0,42.0,11.0,14.0,5.0,3.0,0.0,19.0,40.0,29.0,21.0,0.0,2.0,12.0,17.0,19.0,18.0,11.0,4.0,1.0,15.0,11.0,18.0,11.0,2.0,13.0,1.0,7.0,13.0,13.0,5.0,4.0,4.0,0.0,4.0,10.0,2.0,1.0,8.0,0.0,2.0,5.0,8.0,7.0,4.0,0.0,0.0,0.0,2.0,3.0,8.0,2.0,15.0,1.0,1.0,1.0,11.0,6.0,2.0,5.0,2.0,0.0,6.0,4.0,8.0,14.0,4.0,5.0,0.0,5.0,8.0,14.0,2.0,15.0,5.0,1.0,0.0,4.0,3.0,2.0,4.0,0.0,1.0,4.0,12.0,1.0,5.0,8.0,8.0,0.0,1.0,3.0,2.0,2.0,7.0,7.0,0.0,0.0,7.0,4.0,3.0,5.0,5.0,0.0,3.0,1.0,5.0,3.0,12.0,4.0,0.0,3.0,0.0,4.0,3.0,5.0,3.0,0.0,2.0,6.0,6.0,4.0,3.0,4.0,1.0,5.0,5.0,4.0,1.0,1.0,6.0,1.0,8.0,2.0,5.0,2.0,5.0,3.0,7.0,1.0,11.0,4.0,10.0,8.0,9.0,1.0,3.0,37.0,7.0,2.0,9.0,6.0,0.0,4.0,2.0,12.0,4.0,14.0,7.0,5.0,3.0,7.0,14.0,22.0,10.0,7.0,3.0,4.0,19.0,20.0,22.0,23.0,12.0,6.0,15.0,18.0,17.0,23.0,32.0,21.0,27.0,32.0,30.0,43.0
09,Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,7.0,2.0,6.0,6.0,1.0,2.0,31.0,15.0,28.0,20.0,34.0,24.0,18.0,70.0,59.0,45.0,68.0,46.0,60.0,48.0,69.0,197.0,103.0,65.0,50.0,41.0,204.0,92.0,117.0,98.0,128.0,99.0,59.0,87.0,75.0,82.0,89.0,82.0,97.0,0.0,120.0,77.0,85.0,78.0,78.0,58.0,35.0,41.0,33.0,84.0,94.0,66.0,54.0,67.0,42.0,23.0,57.0,53.0,55.0,37.0,19.0,49.0,26.0,33.0,25.0,42.0,44.0,30.0,16.0,15.0,17.0,18.0,31.0,17.0,16.0,13.0,10.0,26.0,26.0,13.0,27.0,14.0,3.0,6.0,10.0,7.0,12.0,13.0,9.0,3.0,13.0,10.0,11.0,9.0,4.0,5.0,2.0,2.0,4.0,2.0,9.0,0.0,0.0,3.0,0.0,5.0,5.0,0.0,0.0,0.0,23.0,2.0,8.0,8.0,7.0,0.0,0.0,10.0,0.0,1.0,4.0,3.0,0.0,0.0,5.0,5.0,2.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,2.0,0.0,0.0,5.0,0.0,2.0,1.0,4.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,4.0,4.0,1.0,5.0,3.0,0.0,0.0,2.0,1.0,4.0,3.0,2.0,0.0,0.0,12.0,6.0,7.0,2.0,8.0,0.0,0.0,11.0,7.0,9.0,5.0,7.0,0.0,0.0,11.0,8.0,10.0,11.0,15.0,0.0,0.0,26.0,11.0,9.0,10.0,12.0,0.0,0.0,21.0,12.0,13.0
10,Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,4.0,9.0,1.0,2.0,6.0,2.0,3.0,6.0,9.0,6.0,0.0,5.0,10.0,7.0,3.0,8.0,12.0,8.0,5.0,12.0,7.0,8.0,7.0,9.0,9.0,5.0,5.0,6.0,9.0,11.0,8.0,3.0,1.0,12.0,10.0,13.0,11.0,15.0,4.0,7.0,7.0,6.0,7.0,5.0,2.0,2.0,6.0,3.0,9.0,1.0,11.0,5.0,5.0,2.0,5.0,2.0,11.0,2.0,2.0,8.0,0.0,12.0,3.0,1.0,0.0,5.0,3.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,0.0,68.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,49.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,8.0,2.0,1.0,4.0,1.0,2.0,1.0,15.0,4.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,1.0,3.0,2.0,8.0,2.0,2.0,0.0,0.0,3.0,3.0
11,District of Columbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,4.0,6.0,1.0,0.0,2.0,3.0,0.0,5.0,6.0,9.0,3.0,2.0,15.0,5.0,9.0,5.0,5.0,5.0,9.0,7.0,15.0,12.0,14.0,12.0,13.0,7.0,5.0,15.0,19.0,7.0,9.0,11.0,7.0,6.0,13.0,8.0,19.0,7.0,12.0,5.0,8.0,14.0,8.0,10.0,7.0,8.0,9.0,8.0,7.0,5.0,6.0,9.0,5.0,8.0,0.0,5.0,8.0,7.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,6.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,0.0,5.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0
12,Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,0.0,6.0,19.0,8.0,4.0,8.0,17.0,14.0,43.0,25.0,25.0,26.0,30.0,41.0,26.0,47.0,48.0,26.0,16.0,38.0,71.0,42.0,54.0,57.0,23.0,26.0,49.0,44.0,59.0,60.0,59.0,9.0,20.0,13.0,82.0,47.0,49.0,46.0,50.0,15.0,20.0,69.0,67.0,61.0,71.0,46.0,6.0,16.0,43.0,48.0,47.0,42.0,46.0,10.0,23.0,55.0,42.0,50.0,45.0,43.0,4.0,15.0,6.0,60.0,45.0,49.0,35.0,4.0,9.0,70.0,35.0,43.0,53.0,28.0,12.0,11.0,54.0,35.0,47.0,30.0,48.0,6.0,7.0,55.0,25.0,43.0,43.0,40.0,17.0,11.0,64.0,45.0,46.0,39.0,24.0,28.0,28.0,57.0,47.0,66.0,68.0,18.0,29.0,47.0,62.0,48.0,120.0,93.0,95.0,45.0,34.0,132.0,112.0,156.0,126.0,91.0,85.0,91.0,133.0,161.0,173.0,135.0,124.0,76.0,78.0,186.0,215.0,254.0,257.0,178.0,62.0,74.0,244.0,225.0,121.0,180.0,182.0,77.0,91.0,276.0,212.0,148.0,227.0,205.0,106.0,87.0,220.0,173.0,115.0,122.0,106.0,51.0,72.0,183.0,153.0,134.0,90.0,147.0,15.0,68.0,187.0,126.0,149.0,100.0,60.0,38.0,21.0,46.0,199.0,212.0,176.0,98.0,11.0,33.0,143.0,151.0,147.0,138.0,61.0,11.0,21.0,100.0,201.0,176.0,120.0,102.0,10.0,11.0,107.0,170.0,122.0,110.0,80.0,34.0,40.0,69.0,137.0,164.0,118.0,0.0,177.0,48.0,121.0,64.0,140.0,95.0,90.0,48.0,55.0,85.0,104.0,64.0,71.0,78.0,11.0,20.0,53.0,64.0,82.0,70.0,47.0,27.0,41.0,55.0,41.0,40.0,51.0,82.0,19.0,53.0,68.0,52.0,72.0,74.0,47.0,30.0,42.0,82.0,86.0
13,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,6.0,6.0,1.0,14.0,8.0,0.0,15.0,12.0,4.0,19.0,23.0,29.0,21.0,24.0,10.0,11.0,68.0,49.0,26.0,46.0,13.0,11.0,8.0,37.0,45.0,52.0,38.0,55.0,9.0,10.0,81.0,47.0,29.0,33.0,20.0,8.0,9.0,78.0,46.0,63.0,35.0,33.0,6.0,6.0,62.0,49.0,32.0,23.0,46.0,4.0,1.0,36.0,51.0,20.0,32.0,42.0,11.0,9.0,39.0,32.0,21.0,75.0,36.0,19.0,5.0,22.0,45.0,36.0,39.0,14.0,19.0,43.0,40.0,13.0,19.0,26.0,7.0,25.0,3.0,29.0,75.0,44.0,45.0,46.0,27.0,6.0,40.0,36.0,45.0,29.0,30.0,7.0,0.0,5.0,47.0,13.0,46.0,25.0,6.0,2.0,5.0,21.0,22.0,23.0,8.0,0.0,3.0,16.0,21.0,23.0,9.0,35.0,30.0,7.0,25.0,27.0,37.0,14.0,27.0,36.0,6.0,2.0,74.0,84.0,26.0,82.0,52.0,3.0,13.0,50.0,77.0,36.0,80.0,73.0,15.0,2.0,76.0,64.0,42.0,90.0,69.0,13.0,31.0,122.0,105.0,85.0,35.0,0.0,0.0,153.0,68.0,56.0,57.0,89.0,92.0,39.0,26.0,106.0,51.0,85.0,79.0,104.0,27.0,28.0,99.0,63.0,73.0,64.0,50.0,57.0,5.0,27.0,59.0,78.0,45.0,39.0,47.0,20.0,44.0,23.0,54.0,64.0,61.0,3.0,2.0,73.0,94.0,51.0,51.0,42.0,31.0,14.0,34.0,29.0,41.0,43.0,28.0,28.0,29.0,35.0,32.0,22.0,58.0,47.0,29.0,40.0,10.0,-2.0,23.0,66.0,57.0,27.0,19.0,18.0,31.0,27.0,37.0,48.0,1.0,15.0,18.0,31.0,45.0,32.0,23.0,2.0,20.0,29.0,44.0,52.0,36.0,34.0,95.0,127.0,141.0,242.0,85.0,25.0,52.0,2.0,9.0,42.0,57.0
15,Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,4.0,4.0,3.0,1.0,7.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,3.0,4.0,13.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,1.0,0.0,2.0,2.0,3.0,3.0,11.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,4.0,10.0,1.0,1.0,1.0,1.0,0.0,2.0,14.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,7.0,1.0,2.0,0.0,6.0,6.0,2.0,0.0,0.0,3.0,0.0,4.0,3.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,7.0,4.0,4.0,1.0,0.0,3.0,4.0,9.0,3.0,6.0,2.0,0.0,6.0,8.0,13.0,4.0,12.0,8.0,0.0,3.0,10.0,7.0,6.0,6.0,6.0,2.0,2.0,7.0,0.0,5.0,14.0,4.0,0.0,4.0,9.0,9.0,7.0,7.0,1.0,1.0,7.0,12.0,11.0,6.0,10.0,5.0,1.0,2.0,7.0,4.0,0.0,10.0,2.0,1.0,0.0,4.0,17.0,1.0,5.0,3.0,0.0,4.0,4.0,6.0,5.0,4.0,2.0,2.0,5.0,4.0,3.0,3.0,2.0,2.0,0.0,0.0,4.0,5.0,1.0,0.0,9.0,2.0,4.0,6.0,8.0,0.0,0.0,7.0,0.0,3.0,2.0,3.0,2.0,6.0,6.0,0.0,1.0,4.0,11.0,8.0,9.0,10.0,1.0,8.0,4.0,14.0,15.0,12.0,0.0,4.0,2.0,15.0,17.0,7.0,8.0,0.0,4.0,15.0,16.0,19.0,16.0,4.0,8.0,0.0,3.0,35.0,14.0
