GEOID,NAME,2020-01-21,2020-01-24,2020-01-26,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-05,2020-02-10,2020-02-12,2020-02-13,2020-02-18,2020-02-20,2020-02-21,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18
17,Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,7.0,10.0,12.0,20.0,8.0,28.0,43.0,21.0,43.0,35.0,30.0,31.0,72.0,82.0,66.0,68.0,82.0,43.0,78.0,71.0,79.0,124.0,60.0,127.0,31.0,59.0,119.0,97.0,122.0,107.0,81.0,58.0,50.0,142.0,90.0,140.0,101.0,98.0,62.0,44.0,178.0,136.0,136.0,129.0,108.0,58.0,53.0,143.0,190.0,136.0,131.0,69.0,49.0,57.0,144.0,147.0,83.0,108.0,75.0,66.0,29.0,38.0,158.0,103.0,84.0,61.0,60.0,22.0,113.0,96.0,115.0,59.0,68.0,41.0,20.0,94.0,77.0,90.0,75.0,29.0,19.0,18.0,72.0,88.0,51.0,43.0,45.0,22.0,23.0,35.0,63.0,40.0,38.0,26.0,15.0,14.0,21.0,28.0,36.0,18.0,9.0,6.0,6.0,36.0,36.0,19.0,25.0,24.0,19.0,6.0,27.0,8.0,23.0,23.0,18.0,5.0,7.0,23.0,23.0,19.0,18.0,13.0,2.0,16.0,28.0,15.0,18.0,19.0,8.0,14.0,9.0,19.0,29.0,20.0,20.0,17.0,5.0,1.0,20.0,15.0,24.0,25.0,6.0,17.0,11.0,27.0,24.0,27.0,24.0,17.0,6.0,8.0,29.0,37.0,24.0,20.0,11.0,11.0,7.0,38.0,26.0,23.0,29.0,24.0,5.0,8.0,7.0,27.0,26.0,33.0,23.0,12.0,5.0,21.0,34.0,25.0,19.0,25.0,14.0,7.0,29.0,22.0,30.0,25.0,23.0,15.0,13.0,23.0,34.0,24.0,47.0,31.0,17.0,15.0,31.0,41.0,31.0,36.0,31.0,9.0,13.0,30.0,48.0,52.0,38.0,27.0,22.0,22.0,41.0,68.0,43.0,31.0,62.0,25.0,17.0,45.0,50.0,57.0,35.0,0.0,79.0,21.0,68.0,56.0,96.0,48.0,76.0,42.0,14.0,80.0,143.0,42.0,29.0,167.0,71.0,37.0,98.0,140.0
18,Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,6.0,4.0,3.0,5.0,6.0,0.0,4.0,14.0,16.0,13.0,24.0,15.0,12.0,3.0,55.0,16.0,41.0,55.0,31.0,13.0,10.0,34.0,49.0,41.0,42.0,26.0,17.0,15.0,58.0,27.0,44.0,34.0,45.0,28.0,30.0,58.0,62.0,151.0,61.0,53.0,17.0,19.0,60.0,53.0,37.0,33.0,43.0,18.0,32.0,38.0,40.0,26.0,47.0,49.0,11.0,14.0,56.0,43.0,49.0,28.0,23.0,12.0,6.0,20.0,26.0,37.0,42.0,17.0,9.0,9.0,53.0,9.0,25.0,29.0,33.0,11.0,14.0,23.0,15.0,25.0,17.0,17.0,9.0,11.0,14.0,24.0,20.0,25.0,20.0,4.0,13.0,16.0,8.0,9.0,9.0,21.0,3.0,5.0,15.0,9.0,12.0,20.0,6.0,6.0,5.0,20.0,15.0,7.0,9.0,8.0,4.0,2.0,13.0,10.0,10.0,8.0,17.0,2.0,3.0,18.0,20.0,17.0,4.0,11.0,6.0,3.0,16.0,10.0,14.0,18.0,6.0,4.0,4.0,14.0,12.0,7.0,9.0,14.0,5.0,3.0,25.0,15.0,20.0,8.0,16.0,5.0,6.0,30.0,15.0,11.0,17.0,9.0,3.0,5.0,16.0,17.0,8.0,11.0,7.0,6.0,5.0,16.0,13.0,7.0,18.0,12.0,3.0,4.0,12.0,17.0,13.0,10.0,17.0,1.0,2.0,19.0,11.0,6.0,18.0,9.0,3.0,7.0,10.0,9.0,16.0,17.0,12.0,3.0,12.0,18.0,18.0,13.0,13.0,13.0,4.0,10.0,30.0,17.0,15.0,21.0,21.0,9.0,6.0,25.0,14.0,23.0,23.0,31.0,19.0,23.0,48.0,15.0,41.0,28.0,24.0,12.0,13.0,51.0,33.0,33.0,26.0,45.0,27.0,26.0,47.0,26.0,45.0,40.0,43.0,35.0,32.0,61.0,30.0,51.0,50.0,29.0,22.0,25.0,85.0,60.0
19,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,5.0,6.0,4.0,1.0,1.0,2.0,5.0,0.0,7.0,2.0,6.0,4.0,7.0,4.0,10.0,1.0,4.0,10.0,1.0,6.0,11.0,5.0,6.0,9.0,9.0,12.0,14.0,8.0,5.0,8.0,4.0,19.0,12.0,12.0,12.0,9.0,13.0,6.0,18.0,18.0,12.0,18.0,10.0,5.0,15.0,0.0,29.0,21.0,25.0,5.0,10.0,3.0,18.0,19.0,13.0,15.0,6.0,4.0,20.0,6.0,13.0,9.0,11.0,6.0,6.0,16.0,6.0,4.0,9.0,4.0,5.0,2.0,7.0,10.0,6.0,4.0,1.0,1.0,5.0,0.0,2.0,4.0,4.0,7.0,0.0,2.0,6.0,3.0,1.0,4.0,2.0,0.0,0.0,2.0,5.0,7.0,7.0,2.0,5.0,2.0,5.0,1.0,19.0,5.0,5.0,4.0,4.0,4.0,11.0,3.0,9.0,5.0,1.0,2.0,5.0,6.0,10.0,8.0,9.0,5.0,5.0,7.0,5.0,11.0,13.0,1.0,13.0,5.0,3.0,6.0,13.0,7.0,5.0,8.0,2.0,6.0,8.0,15.0,7.0,11.0,8.0,5.0,8.0,16.0,5.0,16.0,15.0,13.0,4.0,3.0,8.0,2.0,9.0,19.0,8.0,5.0,2.0,17.0,12.0,11.0,5.0,4.0,2.0,5.0,10.0,3.0,14.0,7.0,6.0,1.0,10.0,10.0,13.0,4.0,5.0,4.0,4.0,6.0,3.0,22.0,15.0,14.0,6.0,2.0,10.0,7.0,15.0,4.0,22.0,13.0,5.0,7.0,17.0,14.0,10.0,16.0,4.0,1.0,10.0,18.0,29.0,12.0,32.0,0.0,4.0,3.0,23.0,21.0,25.0,1.0,9.0,2.0,29.0,18.0,24.0,13.0,27.0,1.0,13.0,4.0,28.0,24.0,33.0,18.0,24.0,12.0,6.0,35.0,38.0
20,Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,3.0,4.0,5.0,6.0,10.0,5.0,1.0,6.0,5.0,7.0,6.0,4.0,1.0,9.0,8.0,7.0,3.0,1.0,5.0,2.0,1.0,5.0,1.0,7.0,0.0,6.0,2.0,2.0,12.0,5.0,3.0,1.0,3.0,6.0,0.0,6.0,4.0,4.0,1.0,4.0,2.0,0.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,2.0,0.0,6.0,3.0,1.0,4.0,1.0,0.0,3.0,1.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,1.0,4.0,0.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,5.0,3.0,4.0,1.0,7.0,2.0,2.0,3.0,6.0,9.0,8.0,1.0,0.0,3.0,6.0,1.0,4.0,6.0,1.0,1.0,0.0,6.0,7.0,4.0,5.0,2.0,2.0,0.0,2.0,5.0,4.0,4.0,7.0,0.0,0.0,2.0,1.0,12.0,2.0,1.0,6.0,0.0,2.0,3.0,5.0,10.0,5.0,4.0,1.0,2.0,1.0,14.0,4.0,10.0,14.0,2.0,14.0,15.0,19.0,6.0,6.0,0.0,1.0,6.0,7.0,6.0,1.0,12.0,14.0,0.0,3.0,13.0,18.0,3.0,14.0,4.0,0.0,8.0,2.0,11.0,36.0,24.0,2.0,1.0,13.0,12.0,14.0,19.0,25.0,2.0,0.0,9.0,25.0,19.0,23.0,13.0,6.0,0.0,12.0,10.0,25.0,6.0,11.0,6.0,0.0,20.0,12.0,13.0,9.0,14.0,5.0,1.0,22.0,17.0,11.0,9.0,19.0,6.0,0.0,24.0,16.0,9.0
21,Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,7.0,2.0,11.0,3.0,6.0,4.0,14.0,5.0,8.0,6.0,11.0,6.0,3.0,9.0,9.0,7.0,7.0,8.0,9.0,2.0,6.0,17.0,14.0,6.0,9.0,5.0,3.0,5.0,12.0,9.0,6.0,8.0,0.0,5.0,8.0,14.0,8.0,11.0,4.0,6.0,0.0,7.0,10.0,0.0,7.0,4.0,2.0,0.0,12.0,20.0,10.0,10.0,5.0,0.0,0.0,0.0,3.0,6.0,9.0,9.0,13.0,0.0,8.0,3.0,8.0,7.0,8.0,4.0,0.0,1.0,6.0,6.0,10.0,4.0,1.0,0.0,5.0,0.0,13.0,1.0,4.0,2.0,2.0,0.0,11.0,1.0,8.0,7.0,1.0,4.0,2.0,5.0,7.0,8.0,4.0,0.0,0.0,8.0,9.0,6.0,4.0,8.0,2.0,3.0,4.0,6.0,10.0,5.0,8.0,9.0,3.0,1.0,2.0,3.0,7.0,7.0,5.0,4.0,9.0,10.0,5.0,7.0,4.0,5.0,2.0,2.0,7.0,1.0,8.0,7.0,8.0,1.0,2.0,8.0,7.0,6.0,9.0,5.0,0.0,7.0,11.0,14.0,14.0,8.0,8.0,0.0,14.0,9.0,7.0,8.0,8.0,3.0,0.0,13.0,13.0,20.0,10.0,11.0,6.0,3.0,0.0,1.0,16.0,22.0,9.0,13.0,3.0,5.0,9.0,8.0,11.0,8.0,7.0,3.0,1.0,7.0,5.0,13.0,11.0,6.0,3.0,5.0,8.0,4.0,17.0,6.0,8.0,4.0,5.0,4.0,5.0,11.0,8.0,7.0,3.0,3.0,14.0,7.0,20.0,4.0,12.0,6.0,8.0,16.0,21.0,17.0,16.0,8.0,3.0,3.0,18.0,14.0,17.0,15.0,9.0,4.0,4.0,11.0,11.0,20.0,10.0,17.0,4.0,13.0,14.0,14.0,18.0,26.0,11.0,4.0,3.0,32.0,14.0
22,Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,6.0,0.0,16.0,10.0,19.0,18.0,36.0,18.0,15.0,34.0,49.0,35.0,40.0,57.0,42.0,70.0,40.0,62.0,72.0,50.0,53.0,45.0,40.0,44.0,128.0,88.0,55.0,58.0,54.0,29.0,31.0,76.0,68.0,126.0,61.0,47.0,22.0,11.0,59.0,44.0,60.0,64.0,23.0,19.0,51.0,50.0,51.0,42.0,18.0,40.0,17.0,22.0,38.0,43.0,34.0,34.0,30.0,12.0,72.0,19.0,28.0,20.0,39.0,15.0,8.0,0.0,11.0,19.0,18.0,25.0,19.0,5.0,11.0,33.0,37.0,13.0,29.0,13.0,11.0,8.0,13.0,12.0,18.0,10.0,8.0,9.0,4.0,23.0,20.0,0.0,22.0,20.0,1.0,13.0,18.0,18.0,12.0,26.0,0.0,9.0,0.0,22.0,18.0,17.0,22.0,0.0,11.0,8.0,23.0,20.0,16.0,24.0,23.0,13.0,7.0,22.0,16.0,24.0,24.0,0.0,32.0,30.0,36.0,61.0,18.0,30.0,0.0,48.0,23.0,24.0,72.0,42.0,25.0,0.0,58.0,17.0,27.0,45.0,50.0,61.0,0.0,56.0,24.0,26.0,47.0,40.0,30.0,0.0,77.0,19.0,28.0,53.0,27.0,52.0,0.0,60.0,18.0,32.0,55.0,23.0,30.0,0.0,26.0,20.0,33.0,20.0,17.0,15.0,0.0,56.0,11.0,14.0,23.0,21.0,40.0,0.0,34.0,17.0,26.0,17.0,17.0,29.0,0.0,25.0,8.0,11.0,22.0,17.0,21.0,0.0,22.0,15.0,9.0,21.0,8.0,26.0,0.0,32.0,8.0,6.0,12.0,6.0,24.0,0.0,20.0,16.0,10.0,16.0,12.0,20.0,0.0,23.0,22.0,6.0,12.0,9.0,21.0,0.0,17.0,17.0,18.0,10.0,26.0,11.0,0.0,7.0,8.0,32.0,9.0,20.0,21.0,0.0,20.0,19.0,10.0,0.0,34.0,24.0,234.0,11.0,7.0,17.0,38.0
27,Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,1.0,2.0,5.0,1.0,4.0,2.0,4.0,2.0,4.0,5.0,12.0,7.0,5.0,7.0,0.0,9.0,8.0,8.0,16.0,10.0,13.0,9.0,35.0,1.0,21.0,21.0,23.0,28.0,14.0,15.0,18.0,24.0,27.0,24.0,24.0,9.0,28.0,30.0,23.0,26.0,22.0,20.0,13.0,23.0,24.0,33.0,23.0,17.0,21.0,9.0,17.0,29.0,32.0,32.0,11.0,16.0,13.0,18.0,34.0,35.0,29.0,31.0,14.0,10.0,22.0,15.0,29.0,33.0,22.0,16.0,10.0,21.0,39.0,13.0,25.0,9.0,15.0,6.0,9.0,13.0,18.0,18.0,11.0,8.0,4.0,9.0,7.0,9.0,5.0,6.0,8.0,10.0,6.0,6.0,13.0,8.0,0.0,5.0,4.0,2.0,9.0,5.0,3.0,6.0,3.0,2.0,6.0,1.0,17.0,7.0,5.0,3.0,4.0,3.0,4.0,9.0,5.0,5.0,3.0,2.0,4.0,9.0,5.0,6.0,6.0,8.0,2.0,4.0,10.0,-27.0,38.0,8.0,9.0,3.0,6.0,16.0,7.0,8.0,6.0,7.0,7.0,9.0,16.0,8.0,8.0,8.0,6.0,4.0,7.0,18.0,13.0,4.0,4.0,2.0,1.0,5.0,11.0,7.0,10.0,4.0,6.0,3.0,2.0,7.0,15.0,13.0,9.0,13.0,3.0,-119.0,5.0,8.0,7.0,13.0,2.0,4.0,6.0,10.0,3.0,5.0,10.0,2.0,5.0,5.0,16.0,13.0,10.0,13.0,6.0,3.0,3.0,14.0,5.0,14.0,9.0,153.0,2.0,7.0,1.0,-9.0,20.0,5.0,16.0,5.0,7.0,34.0,19.0,8.0,14.0,21.0,4.0,13.0,21.0,32.0,18.0,20.0,18.0,8.0,16.0,31.0,23.0,37.0,35.0,31.0,19.0,23.0,56.0,40.0,47.0,35.0,31.0,12.0,26.0,67.0
28,Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,1.0,0.0,2.0,5.0,0.0,8.0,0.0,14.0,8.0,0.0,7.0,9.0,9.0,6.0,11.0,3.0,2.0,13.0,11.0,7.0,11.0,12.0,7.0,10.0,14.0,10.0,7.0,9.0,11.0,6.0,3.0,10.0,10.0,11.0,20.0,11.0,12.0,7.0,32.0,32.0,22.0,12.0,13.0,9.0,5.0,22.0,8.0,15.0,13.0,17.0,11.0,6.0,27.0,16.0,10.0,16.0,20.0,9.0,10.0,17.0,18.0,23.0,17.0,13.0,11.0,5.0,28.0,15.0,12.0,9.0,8.0,6.0,20.0,10.0,21.0,0.0,13.0,8.0,2.0,4.0,20.0,23.0,0.0,0.0,0.0,0.0,38.0,13.0,20.0,7.0,6.0,13.0,4.0,20.0,14.0,9.0,9.0,11.0,4.0,5.0,3.0,44.0,29.0,14.0,12.0,14.0,18.0,1.0,24.0,16.0,18.0,24.0,17.0,8.0,4.0,31.0,33.0,13.0,28.0,17.0,14.0,7.0,42.0,20.0,47.0,51.0,29.0,10.0,9.0,42.0,51.0,21.0,24.0,25.0,25.0,16.0,32.0,45.0,22.0,32.0,37.0,4.0,10.0,33.0,35.0,26.0,26.0,23.0,3.0,8.0,67.0,55.0,28.0,13.0,15.0,14.0,32.0,20.0,33.0,10.0,21.0,11.0,16.0,1.0,0.0,39.0,32.0,13.0,16.0,13.0,9.0,28.0,21.0,22.0,11.0,17.0,1.0,0.0,35.0,24.0,4.0,20.0,17.0,8.0,1.0,36.0,12.0,9.0,17.0,15.0,2.0,0.0,12.0,24.0,23.0,6.0,16.0,6.0,0.0,13.0,25.0,12.0,9.0,9.0,0.0,0.0,30.0,21.0,8.0,7.0,16.0,0.0,8.0,20.0,18.0,8.0,18.0,6.0,14.0,0.0,35.0,13.0,7.0,13.0,15.0,10.0,0.0,36.0,17.0,17.0,5.0,22.0,3.0,2.0,36.0,19.0
29,Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,5.0,9.0,5.0,24.0,19.0,5.0,4.0,12.0,9.0,1.0,19.0,16.0,14.0,9.0,14.0,9.0,1.0,16.0,9.0,8.0,18.0,20.0,12.0,0.0,20.0,27.0,8.0,13.0,9.0,16.0,5.0,5.0,23.0,19.0,23.0,31.0,12.0,10.0,11.0,16.0,21.0,15.0,15.0,13.0,8.0,8.0,19.0,7.0,28.0,9.0,5.0,3.0,2.0,4.0,3.0,11.0,7.0,58.0,2.0,0.0,9.0,5.0,4.0,13.0,17.0,0.0,8.0,22.0,6.0,11.0,6.0,2.0,2.0,0.0,4.0,18.0,37.0,3.0,7.0,0.0,4.0,5.0,4.0,3.0,62.0,3.0,2.0,0.0,14.0,11.0,6.0,16.0,2.0,0.0,0.0,16.0,3.0,10.0,8.0,6.0,0.0,17.0,7.0,12.0,3.0,4.0,3.0,5.0,3.0,13.0,13.0,19.0,13.0,3.0,5.0,10.0,15.0,10.0,17.0,20.0,8.0,0.0,2.0,18.0,12.0,11.0,27.0,4.0,10.0,8.0,7.0,13.0,9.0,11.0,7.0,5.0,25.0,15.0,6.0,17.0,18.0,4.0,0.0,4.0,29.0,16.0,0.0,37.0,5.0,5.0,6.0,0.0,50.0,18.0,18.0,21.0,12.0,2.0,7.0,12.0,20.0,8.0,19.0,10.0,1.0,25.0,11.0,25.0,26.0,17.0,2.0,26.0,48.0,56.0,0.0,51.0,32.0,1.0,13.0,36.0,30.0,29.0,16.0,18.0,4.0,0.0,41.0,26.0,28.0,74.0,34.0,0.0,1.0,17.0,34.0,23.0,0.0,100.0,0.0,12.0,36.0,33.0,1.0,51.0,0.0,94.0,8.0,55.0,30.0,47.0,30.0,74.0,2.0,8.0,34.0,43.0,38.0,15.0,7.0,24.0,9.0,117.0,24.0,24.0,24.0,15.0,0.0,10.0,53.0,42.0
31,Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,4.0,0.0,5.0,0.0,5.0,9.0,3.0,0.0,6.0,0.0,0.0,12.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,16.0,4.0,0.0,0.0,2.0,13.0,5.0,4.0,0.0,0.0,0.0,6.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,1.0,2.0,21.0,3.0,0.0,0.0,4.0,11.0,2.0,5.0,5.0,0.0,0.0,5.0,6.0,0.0,3.0,7.0,1.0,0.0,1.0,5.0,1.0,7.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,1.0,0.0,0.0,8.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,3.0,2.0,4.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,3.0,3.0,5.0,3.0,8.0,0.0,0.0,1.0,6.0,3.0,2.0,3.0,0.0,1.0,4.0,1.0,0.0,9.0,1.0,1.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,6.0,8.0,1.0,1.0,5.0,0.0,1.0,1.0,5.0,0.0,14.0,0.0,4.0,2.0,2.0,3.0,0.0,7.0,0.0,5.0,0.0,3.0,5.0,2.0,3.0,11.0,0.0,1.0,6.0,8.0,9.0,10.0,2.0,6.0,1.0,3.0,12.0,6.0,8.0,8.0,1.0,0.0,11.0,3.0,4.0,4.0,19.0,2.0,0.0,5.0,11.0,0.0,22.0,17.0,81.0,11.0,7.0,14.0,17.0
33,New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,4.0,5.0,3.0,1.0,1.0,0.0,0.0,4.0,5.0,2.0,3.0,1.0,3.0,1.0,0.0,6.0,3.0,2.0,0.0,7.0,0.0,0.0,6.0,6.0,9.0,3.0,2.0,0.0,6.0,0.0,22.0,7.0,10.0,1.0,1.0,8.0,8.0,1.0,8.0,12.0,1.0,1.0,10.0,8.0,9.0,5.0,4.0,1.0,1.0,4.0,9.0,9.0,6.0,4.0,3.0,0.0,11.0,9.0,8.0,5.0,5.0,3.0,0.0,8.0,7.0,7.0,7.0,3.0,2.0,0.0,6.0,4.0,1.0,6.0,2.0,0.0,0.0,4.0,4.0,10.0,8.0,2.0,0.0,0.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,5.0,1.0,0.0,0.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,1.0,2.0,2.0
35,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,6.0,5.0,5.0,0.0,8.0,7.0,2.0,2.0,3.0,7.0,6.0,7.0,6.0,9.0,6.0,0.0,6.0,7.0,11.0,8.0,7.0,13.0,5.0,6.0,7.0,3.0,9.0,10.0,9.0,8.0,11.0,12.0,11.0,11.0,6.0,6.0,5.0,6.0,7.0,11.0,8.0,6.0,9.0,3.0,5.0,4.0,6.0,9.0,7.0,5.0,6.0,5.0,8.0,8.0,4.0,5.0,4.0,4.0,4.0,6.0,10.0,6.0,5.0,4.0,5.0,7.0,5.0,4.0,8.0,2.0,3.0,0.0,7.0,4.0,5.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,8.0,2.0,0.0,2.0,4.0,8.0,6.0,6.0,4.0,2.0,3.0,3.0,6.0,5.0,3.0,4.0,2.0,7.0,10.0,3.0,5.0,5.0,6.0,7.0,5.0,7.0,6.0,3.0,7.0,9.0,3.0,1.0,3.0,9.0,2.0,6.0,6.0,4.0,5.0,3.0,2.0,2.0,6.0,8.0,3.0,4.0,5.0,6.0,5.0,5.0,4.0,2.0,2.0,3.0,5.0,9.0,3.0,2.0,1.0,9.0,8.0,3.0,1.0,3.0,6.0,3.0,4.0,0.0,6.0,3.0,2.0,3.0,2.0,0.0,7.0,2.0,4.0,5.0,6.0,2.0,2.0,3.0,3.0,2.0,6.0,5.0,0.0,3.0,2.0,2.0,5.0,5.0,3.0,2.0,2.0,0.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,1.0,6.0,1.0,5.0,1.0,7.0,8.0,3.0,7.0,5.0,2.0,9.0,4.0,11.0,3.0,13.0,11.0,8.0,10.0,9.0,14.0,23.0,6.0,16.0,14.0,12.0,14.0,14.0,18.0,22.0,10.0,7.0,21.0,28.0,24.0
