GEOID,NAME,state_name,state_abbr,average
20137,Norton,Kansas,KS,20217.69699494818
47169,Trousdale,Tennessee,TN,20116.10034173494
46009,Bon Homme,South Dakota,SD,19818.379353463297
46017,Buffalo,South Dakota,SD,18718.252035348967
46041,Dewey,South Dakota,SD,17202.67965293056
38027,Eddy,North Dakota,ND,16083.009079118028
47095,Lake,Tennessee,TN,15902.964959568733
31043,Dakota,Nebraska,NE,15770.044790077272
19021,Buena Vista,Iowa,IA,15508.390918065152
38031,Foster,North Dakota,ND,15262.700825010857
27105,Nobles,Minnesota,MN,14474.7600949808
38099,Walsh,North Dakota,ND,13746.131668738593
20057,Ford,Kansas,KS,13640.69464927834
38059,Morton,North Dakota,ND,13575.731497418243
20175,Seward,Kansas,KS,13474.226284908462
46003,Aurora,South Dakota,SD,13405.478175322323
38015,Burleigh,North Dakota,ND,13111.456217166877
20055,Finney,Kansas,KS,13039.478312633602
20179,Sheridan,Kansas,KS,12997.377722038536
46005,Beadle,South Dakota,SD,12697.28964841624
38093,Stutsman,North Dakota,ND,12674.29873582551
55078,Menominee,Wisconsin,WI,12647.80207780863
38063,Nelson,North Dakota,ND,12436.399217221135
31037,Colfax,Nebraska,NE,12416.356877323418
46035,Davison,South Dakota,SD,12320.271056012978
46049,Faulk,South Dakota,SD,12206.226159714532
46085,Lyman,South Dakota,SD,12073.994756858547
46107,Potter,South Dakota,SD,11982.557425377716
38089,Stark,North Dakota,ND,11932.522717598506
38085,Sioux,North Dakota,ND,11925.803632125864
46073,Jerauld,South Dakota,SD,11877.772301626417
47181,Wayne,Tennessee,TN,11871.154852715308
38035,Grand Forks,North Dakota,ND,11769.074675324675
46111,Sanborn,South Dakota,SD,11749.222301986121
46102,Oglala Lakota,South Dakota,SD,11746.47466241467
20063,Gove,Kansas,KS,11700.212731140566
38005,Benson,North Dakota,ND,11653.04344218082
38039,Griggs,North Dakota,ND,11568.528558819822
19105,Jones,Iowa,IA,11481.080180030005
19149,Plymouth,Iowa,IA,11411.341164925572
46099,Minnehaha,South Dakota,SD,11322.378471332415
05017,Chicot,Arkansas,AR,11306.114908553482
38101,Ward,North Dakota,ND,11285.536319577515
30085,Roosevelt,Montana,MT,11219.400478395848
22035,East Carroll,Louisiana,LA,11181.413741967377
38021,Dickey,North Dakota,ND,11158.378844495543
19025,Calhoun,Iowa,IA,11134.969325153374
46015,Brule,South Dakota,SD,11040.443574690149
46087,McCook,South Dakota,SD,10978.04391217565
19167,Sioux,Iowa,IA,10921.546508050455
38055,McLean,North Dakota,ND,10702.390864755562
20145,Pawnee,Kansas,KS,10667.972659327555
38061,Mountrail,North Dakota,ND,10656.591241697624
46053,Gregory,South Dakota,SD,10619.920427109191
38057,Mercer,North Dakota,ND,10550.09168194699
19047,Crawford,Iowa,IA,10540.008672159034
46043,Douglas,South Dakota,SD,10521.69673330083
38029,Emmons,North Dakota,ND,10501.193317422436
38071,Ramsey,North Dakota,ND,10441.414603394356
20067,Grant,Kansas,KS,10410.414165666267
19193,Woodbury,Iowa,IA,10400.035714983273
27067,Kandiyohi,Minnesota,MN,10394.298841952272
55027,Dodge,Wisconsin,WI,10350.697880318734
38075,Renville,North Dakota,ND,10340.681362725454
38069,Pierce,North Dakota,ND,10339.328130302003
38079,Rolette,North Dakota,ND,10330.558300153589
46083,Lincoln,South Dakota,SD,10178.512895488531
19197,Wright,Iowa,IA,10151.961440621235
20165,Rush,Kansas,KS,10140.922906880352
19187,Webster,Iowa,IA,10139.953905767221
20093,Kearny,Kansas,KS,10111.175701206219
46027,Clay,South Dakota,SD,10039.497307001793
19027,Carroll,Iowa,IA,9986.096286725466
38003,Barnes,North Dakota,ND,9976.005906238466
38017,Cass,North Dakota,ND,9950.271195836689
46029,Codington,South Dakota,SD,9949.936463707765
20135,Ness,Kansas,KS,9915.397631133672
38019,Cavalier,North Dakota,ND,9914.823670053796
46023,Charles Mix,South Dakota,SD,9853.534735812133
46125,Turner,South Dakota,SD,9841.308256119486
46123,Tripp,South Dakota,SD,9805.099801442158
46121,Todd,South Dakota,SD,9799.780349750783
19061,Dubuque,Iowa,IA,9742.714878972396
38095,Towner,North Dakota,ND,9731.586312174022
46065,Hughes,South Dakota,SD,9663.555494287173
31141,Platte,Nebraska,NE,9658.617098958266
46013,Brown,South Dakota,SD,9657.569515962925
46031,Corson,South Dakota,SD,9641.486153002468
19141,O'Brien,Iowa,IA,9629.58398800538
55115,Shawano,Wisconsin,WI,9604.163545981195
38041,Hettinger,North Dakota,ND,9588.509316770185
22065,Madison,Louisiana,LA,9546.224347479578
38097,Traill,North Dakota,ND,9527.372490335454
20193,Thomas,Kansas,KS,9509.20245398773
47075,Haywood,Tennessee,TN,9491.133198878291
20153,Rawlins,Kansas,KS,9445.994420087687
38045,LaMoure,North Dakota,ND,9435.54006968641
46069,Hyde,South Dakota,SD,9391.43501126972
16031,Cassia,Idaho,ID,9339.100450682074
46129,Walworth,South Dakota,SD,9325.90095929479
28055,Issaquena,Mississippi,MS,9315.834767641996
46007,Bennett,South Dakota,SD,9310.445155659005
27145,Stearns,Minnesota,MN,9259.44651386084
31119,Madison,Nebraska,NE,9227.781659814422
38067,Pembina,North Dakota,ND,9221.778791334093
38051,McIntosh,North Dakota,ND,9215.200775110348
55009,Brown,Wisconsin,WI,9208.293419528822
38105,Williams,North Dakota,ND,9144.098612992655
55083,Oconto,Wisconsin,WI,9143.298388691936
19171,Tama,Iowa,IA,9140.32279578498
46051,Grant,South Dakota,SD,9125.279597775094
46077,Kingsbury,South Dakota,SD,9120.193275619085
47131,Obion,Tennessee,TN,9119.546901329339
19161,Sac,Iowa,IA,9079.854073773813
19119,Lyon,Iowa,IA,9046.769357755848
46095,Mellette,South Dakota,SD,9030.239833159541
55039,Fond du Lac,Wisconsin,WI,9023.813014430227
27083,Lyon,Minnesota,MN,9003.554980566476
55053,Jackson,Wisconsin,WI,8941.633807526718
46115,Spink,South Dakota,SD,8934.302744481562
38043,Kidder,North Dakota,ND,8925.667828106853
19127,Marshall,Iowa,IA,8881.258048152338
19143,Osceola,Iowa,IA,8879.803761242847
46097,Miner,South Dakota,SD,8850.86201371531
47045,Dyer,Tennessee,TN,8837.327777608807
30025,Fallon,Montana,MT,8819.08788885533
27133,Rock,Minnesota,MN,8785.721874004037
55061,Kewaunee,Wisconsin,WI,8776.312096547854
46059,Hand,South Dakota,SD,8763.578136495435
55015,Calumet,Wisconsin,WI,8753.215985131177
38073,Ransom,North Dakota,ND,8751.03258986863
20051,Ellis,Kansas,KS,8739.22808267292
17051,Fayette,Illinois,IL,8734.908067443512
55041,Forest,Wisconsin,WI,8723.82219687609
17049,Effingham,Illinois,IL,8719.24353518548
38081,Sargent,North Dakota,ND,8704.609837754313
55139,Winnebago,Wisconsin,WI,8694.54098506745
22041,Franklin,Louisiana,LA,8676.030199502298
55067,Langlade,Wisconsin,WI,8662.074723439782
16067,Minidoka,Idaho,ID,8659.436609958075
30035,Glacier,Montana,MT,8645.052297873672
20109,Logan,Kansas,KS,8637.51906456533
55121,Trempealeau,Wisconsin,WI,8636.55333728029
27119,Polk,Minnesota,MN,8603.264039939042
20147,Phillips,Kansas,KS,8601.014370245139
19033,Cerro Gordo,Iowa,IA,8592.566004626306
19151,Pocahontas,Iowa,IA,8549.06183987077
38047,Logan,North Dakota,ND,8540.292089850991
46075,Jones,South Dakota,SD,8532.555879494656
38009,Bottineau,North Dakota,ND,8527.199011339244
19055,Delaware,Iowa,IA,8516.133304637187
29051,Cole,Missouri,MO,8453.21866041178
46127,Union,South Dakota,SD,8444.168337427876
19059,Dickinson,Iowa,IA,8442.776735459664
19013,Black Hawk,Iowa,IA,8416.6162762348
55117,Sheboygan,Wisconsin,WI,8415.929368144984
19091,Humboldt,Iowa,IA,8410.740419939666
27027,Clay,Minnesota,MN,8406.37205504007
16083,Twin Falls,Idaho,ID,8393.066307870407
46135,Yankton,South Dakota,SD,8392.7077896352
46057,Hamlin,South Dakota,SD,8361.904761904761
20167,Russell,Kansas,KS,8358.074489649664
29157,Perry,Missouri,MO,8356.836937219263
27033,Cottonwood,Minnesota,MN,8353.851565247978
47039,Decatur,Tennessee,TN,8351.573103777162
16053,Jerome,Idaho,ID,8321.698360535796
27117,Pipestone,Minnesota,MN,8308.577649895016
19081,Hancock,Iowa,IA,8304.030649732342
55135,Waupaca,Wisconsin,WI,8276.683661568195
30091,Sheridan,Montana,MT,8258.054200975297
46103,Pennington,South Dakota,SD,8251.792674542323
55037,Florence,Wisconsin,WI,8244.672090648573
20013,Brown,Kansas,KS,8242.667928098392
19035,Cherokee,Iowa,IA,8219.143953360905
19063,Emmet,Iowa,IA,8199.590170064466
31053,Dodge,Nebraska,NE,8193.752653038971
47033,Crockett,Tennessee,TN,8193.66852886406
38013,Burke,North Dakota,ND,8191.853334194048
55101,Racine,Wisconsin,WI,8149.520465920838
47111,Macon,Tennessee,TN,8138.240607266026
27023,Chippewa,Minnesota,MN,8131.3191388128935
55075,Marinette,Wisconsin,WI,8128.728956614592
46067,Hutchinson,South Dakota,SD,8124.206620447221
19017,Bremer,Iowa,IA,8096.314145059202
47097,Lauderdale,Tennessee,TN,8086.202119742067
27009,Benton,Minnesota,MN,8078.921756993101
55087,Outagamie,Wisconsin,WI,8070.809215033426
46061,Hanson,South Dakota,SD,8070.145927078513
31179,Wayne,Nebraska,NE,8054.110936570636
05123,St. Francis,Arkansas,AR,8048.006606613133
55073,Marathon,Wisconsin,WI,8030.222379938491
47141,Putnam,Tennessee,TN,8028.332212005682
20195,Trego,Kansas,KS,8007.597720683795
48279,Lamb,Texas,TX,8004.61037981774
46137,Ziebach,South Dakota,SD,7955.122347446441
19115,Louisa,Iowa,IA,7949.236898715647
38049,McHenry,North Dakota,ND,7949.094940827689
55079,Milwaukee,Wisconsin,WI,7926.221015072619
19085,Harrison,Iowa,IA,7914.061474126524
55017,Chippewa,Wisconsin,WI,7905.577568498916
30079,Prairie,Montana,MT,7888.013625718543
55035,Eau Claire,Wisconsin,WI,7885.709847046274
31173,Thurston,Nebraska,NE,7873.149259703882
05093,Mississippi,Arkansas,AR,7871.468262306675
55047,Green Lake,Wisconsin,WI,7859.9227716890455
29143,New Madrid,Missouri,MO,7840.259229849932
20181,Sherman,Kansas,KS,7832.479287390452
19131,Mitchell,Iowa,IA,7828.856309714179
46117,Stanley,South Dakota,SD,7817.341150674483
48445,Terry,Texas,TX,7786.64854764736
27153,Todd,Minnesota,MN,7785.246668225393
19079,Hamilton,Iowa,IA,7773.470738394631
20083,Hodgeman,Kansas,KS,7763.300760043431
31023,Butler,Nebraska,NE,7749.38461810905
47159,Smith,Tennessee,TN,7747.08896818055
55077,Marquette,Wisconsin,WI,7722.947139005533
28011,Bolivar,Mississippi,MS,7721.877410758118
19093,Ida,Iowa,IA,7721.226142278775
19097,Jackson,Iowa,IA,7714.0647442271575
55137,Waushara,Wisconsin,WI,7697.912470677439
38103,Wells,North Dakota,ND,7694.204685573366
30105,Valley,Montana,MT,7692.891282907214
38001,Adams,North Dakota,ND,7674.545785987725
55131,Washington,Wisconsin,WI,7659.504430604888
46055,Haakon,South Dakota,SD,7657.472210786332
46039,Deuel,South Dakota,SD,7650.454515294274
20171,Scott,Kansas,KS,7640.793233842334
19109,Kossuth,Iowa,IA,7630.419331911869
31185,York,Nebraska,NE,7624.776122493347
31055,Douglas,Nebraska,NE,7619.183185137289
12121,Suwannee,Florida,FL,7605.344295991778
31019,Buffalo,Nebraska,NE,7602.051222283734
55069,Lincoln,Wisconsin,WI,7593.774366971725
20119,Meade,Kansas,KS,7587.08552653636
28015,Carroll,Mississippi,MS,7583.600129754735
16027,Canyon,Idaho,ID,7580.993665901549
30109,Wibaux,Montana,MT,7574.468085106383
05069,Jefferson,Arkansas,AR,7571.282517323641
19041,Clay,Iowa,IA,7566.27054671559
12123,Taylor,Florida,FL,7546.254993987821
48369,Parmer,Texas,TX,7512.615277536105
38077,Richland,North Dakota,ND,7504.209935447658
27097,Morrison,Minnesota,MN,7481.692485789726
19037,Chickasaw,Iowa,IA,7431.546881088166
55043,Grant,Wisconsin,WI,7424.282516896548
20069,Gray,Kansas,KS,7420.904422726519
19147,Palo Alto,Iowa,IA,7413.42588940601
28133,Sunflower,Mississippi,MS,7407.2279296159895
55133,Waukesha,Wisconsin,WI,7395.475820988319
19069,Franklin,Iowa,IA,7393.153454646866
27101,Murray,Minnesota,MN,7374.595953549623
16075,Payette,Idaho,ID,7370.091823891571
46021,Campbell,South Dakota,SD,7356.893977103036
46011,Brookings,South Dakota,SD,7350.431629762218
28125,Sharkey,Mississippi,MS,7350.286601007062
20203,Wichita,Kansas,KS,7346.176921538564
46019,Butte,South Dakota,SD,7341.484299330425
12077,Liberty,Florida,FL,7340.107591153616
19077,Guthrie,Iowa,IA,7303.461013410423
05075,Lawrence,Arkansas,AR,7295.835725855524
20189,Stevens,Kansas,KS,7293.603336515752
46109,Roberts,South Dakota,SD,7288.006111535523
20187,Stanton,Kansas,KS,7284.81407104771
38053,McKenzie,North Dakota,ND,7279.6061628225
38091,Steele,North Dakota,ND,7270.007479431563
19045,Clinton,Iowa,IA,7261.153434223027
46105,Perkins,South Dakota,SD,7253.42768686422
38025,Dunn,North Dakota,ND,7232.407437559022
55071,Manitowoc,Wisconsin,WI,7229.12157798251
47071,Hardin,Tennessee,TN,7216.306257864599
30111,Yellowstone,Montana,MT,7211.472311335443
46037,Day,South Dakota,SD,7207.721446733433
31051,Dixon,Nebraska,NE,7207.498383968972
05111,Poinsett,Arkansas,AR,7204.029029920773
19023,Butler,Iowa,IA,7197.634398177323
19169,Story,Iowa,IA,7189.875805876301
19075,Grundy,Iowa,IA,7181.636125805965
28083,Leflore,Mississippi,MS,7178.326974327511
47133,Overton,Tennessee,TN,7175.968005817124
46025,Clark,South Dakota,SD,7175.916922717904
19155,Pottawattamie,Iowa,IA,7170.281778583116
55097,Portage,Wisconsin,WI,7132.638463110567
26043,Dickinson,Michigan,MI,7129.448572545953
28151,Washington,Mississippi,MS,7127.080539559834
16019,Bonneville,Idaho,ID,7099.706524958087
55127,Walworth,Wisconsin,WI,7086.484230145709
46119,Sully,South Dakota,SD,7083.825265643447
27173,Yellow Medicine,Minnesota,MN,7079.159186982454
55019,Clark,Wisconsin,WI,7074.723426815277
05031,Craighead,Arkansas,AR,7071.96985567105
30019,Daniels,Montana,MT,7065.438839540379
19083,Hardin,Iowa,IA,7059.029602382203
20025,Clark,Kansas,KS,7055.876417785818
47077,Henderson,Tennessee,TN,7050.811997148909
12023,Columbia,Florida,FL,7047.660392570312
40093,Major,Oklahoma,OK,7031.799503942545
19139,Muscatine,Iowa,IA,7024.77964410444
38065,Oliver,North Dakota,ND,7022.318998366903
20039,Decatur,Kansas,KS,7021.371547577725
22083,Richland,Louisiana,LA,7016.564562720663
46079,Lake,South Dakota,SD,7014.474312072531
55055,Jefferson,Wisconsin,WI,7013.419647497992
12079,Madison,Florida,FL,7006.758533228166
20081,Haskell,Kansas,KS,6971.654488333508
28135,Tallahatchie,Mississippi,MS,6971.261452147184
19067,Floyd,Iowa,IA,6968.992667063043
17025,Clay,Illinois,IL,6967.204335625388
17121,Marion,Illinois,IL,6965.054691133884
56033,Sheridan,Wyoming,WY,6961.025113764018
17195,Whiteside,Illinois,IL,6948.314470124527
47053,Gibson,Tennessee,TN,6944.585663446874
05035,Crittenden,Arkansas,AR,6927.025191567252
55085,Oneida,Wisconsin,WI,6924.398278196552
28043,Grenada,Mississippi,MS,6921.300337034899
31039,Cuming,Nebraska,NE,6905.318016429127
31021,Burt,Nebraska,NE,6897.759103641458
16063,Lincoln,Idaho,ID,6881.091094584799
31153,Sarpy,Nebraska,NE,6819.3778400057045
27127,Redwood,Minnesota,MN,6819.050103897797
31015,Boyd,Nebraska,NE,6814.047852245698
19011,Benton,Iowa,IA,6812.277709023202
55033,Dunn,Wisconsin,WI,6811.542091779405
19165,Shelby,Iowa,IA,6794.6932492853475
27151,Swift,Minnesota,MN,6791.444662021647
17005,Bond,Illinois,IL,6785.543322163714
47101,Lewis,Tennessee,TN,6784.399942646849
55119,Taylor,Wisconsin,WI,6778.626168486652
27011,Big Stone,Minnesota,MN,6772.61335156072
47099,Lawrence,Tennessee,TN,6757.075981753999
29031,Cape Girardeau,Missouri,MO,6756.914501667067
46045,Edmunds,South Dakota,SD,6751.269035532996
19183,Washington,Iowa,IA,6719.956645440997
27081,Lincoln,Minnesota,MN,6701.043830884378
22021,Caldwell,Louisiana,LA,6696.964500085749
17173,Shelby,Illinois,IL,6694.629115845679
28007,Attala,Mississippi,MS,6684.24734944298
30055,McCone,Montana,MT,6678.3523225241015
19103,Johnson,Iowa,IA,6668.953661150993
27141,Sherburne,Minnesota,MN,6668.0763755770995
46093,Meade,South Dakota,SD,6661.006001000168
20065,Graham,Kansas,KS,6657.311254560764
55107,Rusk,Wisconsin,WI,6650.819391424341
29155,Pemiscot,Missouri,MO,6637.476198864256
46101,Moody,South Dakota,SD,6635.63304202714
55021,Columbia,Wisconsin,WI,6627.6543977846795
47017,Carroll,Tennessee,TN,6627.372199504401
46033,Custer,South Dakota,SD,6617.120194630984
28027,Coahoma,Mississippi,MS,6608.688345517184
38037,Grant,North Dakota,ND,6602.641056422569
19113,Linn,Iowa,IA,6601.74280813482
27129,Renville,Minnesota,MN,6579.521965704969
28053,Humphreys,Mississippi,MS,6541.415020159604
20009,Barton,Kansas,KS,6527.7785183723745
19043,Clayton,Iowa,IA,6506.661061889671
46089,McPherson,South Dakota,SD,6496.25332366449
31155,Saunders,Nebraska,NE,6493.938899760818
30017,Custer,Montana,MT,6483.74841705361
55011,Buffalo,Wisconsin,WI,6469.6372967049665
46071,Jackson,South Dakota,SD,6445.304011473771
47135,Perry,Tennessee,TN,6431.46034955944
28071,Lafayette,Mississippi,MS,6426.553861036361
55141,Wood,Wisconsin,WI,6418.959755750433
47041,DeKalb,Tennessee,TN,6418.7687217124485
55029,Door,Wisconsin,WI,6397.0469561052305
31011,Boone,Nebraska,NE,6383.264768357936
27171,Wright,Minnesota,MN,6377.856577864111
31177,Washington,Nebraska,NE,6363.18031837098
29186,Ste. Genevieve,Missouri,MO,6327.090178021855
31059,Fillmore,Nebraska,NE,6299.6565687631355
55089,Ozaukee,Wisconsin,WI,6292.517006802721
47167,Tipton,Tennessee,TN,6283.798550178786
27093,Meeker,Minnesota,MN,6277.196957035771
48069,Castro,Texas,TX,6259.516777045993
31081,Hamilton,Nebraska,NE,6258.755408897053
22123,West Carroll,Louisiana,LA,6240.736008177869
27091,Martin,Minnesota,MN,6239.087500357788
28143,Tunica,Mississippi,MS,6235.4263239219
47087,Jackson,Tennessee,TN,6233.318984072321
17035,Cumberland,Illinois,IL,6229.70218920518
19099,Jasper,Iowa,IA,6220.642278217297
12013,Calhoun,Florida,FL,6211.180124223603
55125,Vilas,Wisconsin,WI,6209.022765314156
20075,Hamilton,Kansas,KS,6198.121450415028
47023,Chester,Tennessee,TN,6195.751770095793
19095,Iowa,Iowa,IA,6175.462101913635
17161,Rock Island,Illinois,IL,6172.726602256805
27015,Brown,Minnesota,MN,6157.742935340016
28009,Benton,Mississippi,MS,6141.489674750308
19031,Cedar,Iowa,IA,6139.488053285831
27073,Lac qui Parle,Minnesota,MN,6108.28710636772
16013,Blaine,Idaho,ID,6099.065979033243
31121,Merrick,Nebraska,NE,6072.755899745519
31143,Polk,Nebraska,NE,6067.690634769607
47189,Wilson,Tennessee,TN,6063.053429689191
55099,Price,Wisconsin,WI,6005.506724557874
19073,Greene,Iowa,IA,5993.240348455277
47047,Fayette,Tennessee,TN,5972.416175983645
48219,Hockley,Texas,TX,5966.052771164592
46063,Harding,South Dakota,SD,5960.553557807562
12029,Dixie,Florida,FL,5923.917294605376
17141,Ogle,Illinois,IL,5921.8583006768795
31065,Furnas,Nebraska,NE,5919.049608978568
28141,Tishomingo,Mississippi,MS,5918.032065480468
47165,Sumner,Tennessee,TN,5876.490773383342
30083,Richland,Montana,MT,5873.9939637826965
27111,Otter Tail,Minnesota,MN,5854.009420018525
28163,Yazoo,Mississippi,MS,5851.86244369772
31093,Howard,Nebraska,NE,5805.7321289171405
55001,Adams,Wisconsin,WI,5801.681007180932
27069,Kittson,Minnesota,MN,5790.704568661682
19019,Buchanan,Iowa,IA,5780.557903634826
38083,Sheridan,North Dakota,ND,5765.124555160143
16043,Fremont,Idaho,ID,5753.952950250676
47113,Madison,Tennessee,TN,5750.438010219752
22067,Morehouse,Louisiana,LA,5735.830805082883
29069,Dunklin,Missouri,MO,5734.849480741423
27089,Marshall,Minnesota,MN,5734.363592114869
20047,Edwards,Kansas,KS,5719.169719169719
30033,Garfield,Montana,MT,5709.277576061101
31001,Adams,Nebraska,NE,5690.674458682564
31109,Lancaster,Nebraska,NE,5674.270198253248
27107,Norman,Minnesota,MN,5621.501535512818
31095,Jefferson,Nebraska,NE,5614.516257254154
30075,Powder River,Montana,MT,5550.163240095296
05001,Arkansas,Arkansas,AR,5522.275120597786
17189,Washington,Illinois,IL,5504.3649391936215
19157,Poweshiek,Iowa,IA,5500.057588205936
55025,Dane,Wisconsin,WI,5491.734613568818
31107,Knox,Nebraska,NE,5469.436001350895
48079,Cochran,Texas,TX,5460.448642266824
19065,Fayette,Iowa,IA,5459.380801846556
22121,West Baton Rouge,Louisiana,LA,5445.254667992487
19015,Boone,Iowa,IA,5434.729670496176
19009,Audubon,Iowa,IA,5423.350819838314
31169,Thayer,Nebraska,NE,5380.26116684414
38023,Divide,North Dakota,ND,5354.881505155883
05037,Cross,Arkansas,AR,5337.60274317987
27063,Jackson,Minnesota,MN,5334.9258485119935
47157,Shelby,Tennessee,TN,5317.154124044161
27047,Freeborn,Minnesota,MN,5312.5672728634145
30073,Pondera,Montana,MT,5294.50694904037
22125,West Feliciana,Louisiana,LA,5274.1106847889705
31159,Seward,Nebraska,NE,5273.211053557875
27121,Pope,Minnesota,MN,5228.987769971377
16081,Teton,Idaho,ID,5208.870551830841
20185,Stafford,Kansas,KS,5190.182385246458
17085,Jo Daviess,Illinois,IL,5187.19166699381
05107,Phillips,Arkansas,AR,5162.190966541077
19133,Monona,Iowa,IA,5150.0682128240105
20159,Rice,Kansas,KS,5143.85225509995
05041,Desha,Arkansas,AR,5137.665396771984
19195,Worth,Iowa,IA,5110.352326269004
17131,Mercer,Illinois,IL,5084.159452349091
20101,Lane,Kansas,KS,5002.610057421263
19137,Montgomery,Iowa,IA,4975.733277062672
01093,Marion,Alabama,AL,4955.781745369598
21075,Fulton,Kentucky,KY,4943.639291465378
48165,Gaines,Texas,TX,4918.908658882086
31027,Cedar,Nebraska,NE,4823.921824977791
31147,Richardson,Nebraska,NE,4803.524606246544
01077,Lauderdale,Alabama,AL,4786.952530107469
